Parameter Name	Option Name	Measure Dir	Measure Arg 1	Measure Arg 2	...																																										
PUMA	"NC, 04900"																																														
PUMA	"NC, 05001"																																														
PUMA	"NC, 05002"																																														
PUMA	"NC, 05003"																																														
PUMA	"NC, 05100"																																														
PUMA	"NC, 05200"																																														
PUMA	"NC, 05300"																																														
PUMA	"NC, 05400"																																														
PUMA	"ND, 00100"																																														
PUMA	"ND, 00200"																																														
PUMA	"ND, 00300"																																														
PUMA	"ND, 00400"																																														
PUMA	"ND, 00500"																																														
PUMA	"NE, 00100"																																														
PUMA	"NE, 00200"																																														
PUMA	"NE, 00300"																																														
PUMA	"NE, 00400"																																														
PUMA	"NE, 00500"																																														
PUMA	"NE, 00600"																																														
PUMA	"NE, 00701"																																														
PUMA	"NE, 00702"																																														
PUMA	"NE, 00801"																																														
PUMA	"NE, 00802"																																														
PUMA	"NE, 00901"																																														
PUMA	"NE, 00902"																																														
PUMA	"NE, 00903"																																														
PUMA	"NE, 00904"																																														
PUMA	"NH, 00100"																																														
PUMA	"NH, 00200"																																														
PUMA	"NH, 00300"																																														
PUMA	"NH, 00400"																																														
PUMA	"NH, 00500"																																														
PUMA	"NH, 00600"																																														
PUMA	"NH, 00700"																																														
PUMA	"NH, 00800"																																														
PUMA	"NH, 00900"																																														
PUMA	"NH, 01000"																																														
PUMA	"NJ, 00101"																																														
PUMA	"NJ, 00102"																																														
PUMA	"NJ, 00301"																																														
PUMA	"NJ, 00302"																																														
PUMA	"NJ, 00303"																																														
PUMA	"NJ, 00304"																																														
PUMA	"NJ, 00305"																																														
PUMA	"NJ, 00306"																																														
PUMA	"NJ, 00307"																																														
PUMA	"NJ, 00308"																																														
PUMA	"NJ, 00400"																																														
PUMA	"NJ, 00501"																																														
PUMA	"NJ, 00502"																																														
PUMA	"NJ, 00503"																																														
PUMA	"NJ, 00601"																																														
PUMA	"NJ, 00602"																																														
PUMA	"NJ, 00701"																																														
PUMA	"NJ, 00702"																																														
PUMA	"NJ, 00703"																																														
PUMA	"NJ, 00800"																																														
PUMA	"NJ, 00901"																																														
PUMA	"NJ, 00902"																																														
PUMA	"NJ, 00903"																																														
PUMA	"NJ, 00904"																																														
PUMA	"NJ, 00905"																																														
PUMA	"NJ, 00906"																																														
PUMA	"NJ, 00907"																																														
PUMA	"NJ, 01001"																																														
PUMA	"NJ, 01002"																																														
PUMA	"NJ, 01003"																																														
PUMA	"NJ, 01101"																																														
PUMA	"NJ, 01102"																																														
PUMA	"NJ, 01103"																																														
PUMA	"NJ, 01104"																																														
PUMA	"NJ, 01105"																																														
PUMA	"NJ, 01106"																																														
PUMA	"NJ, 01201"																																														
PUMA	"NJ, 01202"																																														
PUMA	"NJ, 01203"																																														
PUMA	"NJ, 01204"																																														
PUMA	"NJ, 01205"																																														
PUMA	"NJ, 01301"																																														
PUMA	"NJ, 01302"																																														
PUMA	"NJ, 01401"																																														
PUMA	"NJ, 01402"																																														
PUMA	"NJ, 01403"																																														
PUMA	"NJ, 01404"																																														
PUMA	"NJ, 01501"																																														
PUMA	"NJ, 01502"																																														
PUMA	"NJ, 01503"																																														
PUMA	"NJ, 01504"																																														
PUMA	"NJ, 01600"																																														
PUMA	"NJ, 01700"																																														
PUMA	"NJ, 01800"																																														
PUMA	"NJ, 01901"																																														
PUMA	"NJ, 01902"																																														
PUMA	"NJ, 01903"																																														
PUMA	"NJ, 01904"																																														
PUMA	"NJ, 02001"																																														
PUMA	"NJ, 02002"																																														
PUMA	"NJ, 02003"																																														
PUMA	"NJ, 02101"																																														
PUMA	"NJ, 02102"																																														
PUMA	"NJ, 02103"																																														
PUMA	"NJ, 02104"																																														
PUMA	"NJ, 02201"																																														
PUMA	"NJ, 02202"																																														
PUMA	"NJ, 02301"																																														
PUMA	"NJ, 02302"																																														
PUMA	"NJ, 02303"																																														
PUMA	"NJ, 02400"																																														
PUMA	"NJ, 02500"																																														
PUMA	"NJ, 02600"																																														
PUMA	"NM, 00100"																																														
PUMA	"NM, 00200"																																														
PUMA	"NM, 00300"																																														
PUMA	"NM, 00400"																																														
PUMA	"NM, 00500"																																														
PUMA	"NM, 00600"																																														
PUMA	"NM, 00700"																																														
PUMA	"NM, 00801"																																														
PUMA	"NM, 00802"																																														
PUMA	"NM, 00803"																																														
PUMA	"NM, 00804"																																														
PUMA	"NM, 00805"																																														
PUMA	"NM, 00806"																																														
PUMA	"NM, 00900"																																														
PUMA	"NM, 01001"																																														
PUMA	"NM, 01002"																																														
PUMA	"NM, 01100"																																														
PUMA	"NM, 01200"																																														
PUMA	"NV, 00101"																																														
PUMA	"NV, 00102"																																														
PUMA	"NV, 00103"																																														
PUMA	"NV, 00200"																																														
PUMA	"NV, 00300"																																														
PUMA	"NV, 00401"																																														
PUMA	"NV, 00402"																																														
PUMA	"NV, 00403"																																														
PUMA	"NV, 00404"																																														
PUMA	"NV, 00405"																																														
PUMA	"NV, 00406"																																														
PUMA	"NV, 00407"																																														
PUMA	"NV, 00408"																																														
PUMA	"NV, 00409"																																														
PUMA	"NV, 00410"																																														
PUMA	"NV, 00411"																																														
PUMA	"NV, 00412"																																														
PUMA	"NV, 00413"																																														
PUMA	"NY, 00100"																																														
PUMA	"NY, 00200"																																														
PUMA	"NY, 00300"																																														
PUMA	"NY, 00401"																																														
PUMA	"NY, 00402"																																														
PUMA	"NY, 00403"																																														
PUMA	"NY, 00500"																																														
PUMA	"NY, 00600"																																														
PUMA	"NY, 00701"																																														
PUMA	"NY, 00702"																																														
PUMA	"NY, 00703"																																														
PUMA	"NY, 00704"																																														
PUMA	"NY, 00800"																																														
PUMA	"NY, 00901"																																														
PUMA	"NY, 00902"																																														
PUMA	"NY, 00903"																																														
PUMA	"NY, 00904"																																														
PUMA	"NY, 00905"																																														
PUMA	"NY, 00906"																																														
PUMA	"NY, 01000"																																														
PUMA	"NY, 01101"																																														
PUMA	"NY, 01102"																																														
PUMA	"NY, 01201"																																														
PUMA	"NY, 01202"																																														
PUMA	"NY, 01203"																																														
PUMA	"NY, 01204"																																														
PUMA	"NY, 01205"																																														
PUMA	"NY, 01206"																																														
PUMA	"NY, 01207"																																														
PUMA	"NY, 01300"																																														
PUMA	"NY, 01400"																																														
PUMA	"NY, 01500"																																														
PUMA	"NY, 01600"																																														
PUMA	"NY, 01700"																																														
PUMA	"NY, 01801"																																														
PUMA	"NY, 01802"																																														
PUMA	"NY, 01900"																																														
PUMA	"NY, 02001"																																														
PUMA	"NY, 02002"																																														
PUMA	"NY, 02100"																																														
PUMA	"NY, 02201"																																														
PUMA	"NY, 02202"																																														
PUMA	"NY, 02203"																																														
PUMA	"NY, 02300"																																														
PUMA	"NY, 02401"																																														
PUMA	"NY, 02402"																																														
PUMA	"NY, 02500"																																														
PUMA	"NY, 02600"																																														
PUMA	"NY, 02701"																																														
PUMA	"NY, 02702"																																														
PUMA	"NY, 02801"																																														
PUMA	"NY, 02802"																																														
PUMA	"NY, 02901"																																														
PUMA	"NY, 02902"																																														
PUMA	"NY, 02903"																																														
PUMA	"NY, 03001"																																														
PUMA	"NY, 03002"																																														
PUMA	"NY, 03003"																																														
PUMA	"NY, 03101"																																														
PUMA	"NY, 03102"																																														
PUMA	"NY, 03103"																																														
PUMA	"NY, 03104"																																														
PUMA	"NY, 03105"																																														
PUMA	"NY, 03106"																																														
PUMA	"NY, 03107"																																														
PUMA	"NY, 03201"																																														
PUMA	"NY, 03202"																																														
PUMA	"NY, 03203"																																														
PUMA	"NY, 03204"																																														
PUMA	"NY, 03205"																																														
PUMA	"NY, 03206"																																														
PUMA	"NY, 03207"																																														
PUMA	"NY, 03208"																																														
PUMA	"NY, 03209"																																														
PUMA	"NY, 03210"																																														
PUMA	"NY, 03211"																																														
PUMA	"NY, 03212"																																														
PUMA	"NY, 03301"																																														
PUMA	"NY, 03302"																																														
PUMA	"NY, 03303"																																														
PUMA	"NY, 03304"																																														
PUMA	"NY, 03305"																																														
PUMA	"NY, 03306"																																														
PUMA	"NY, 03307"																																														
PUMA	"NY, 03308"																																														
PUMA	"NY, 03309"																																														
PUMA	"NY, 03310"																																														
PUMA	"NY, 03311"																																														
PUMA	"NY, 03312"																																														
PUMA	"NY, 03313"																																														
PUMA	"NY, 03701"																																														
PUMA	"NY, 03702"																																														
PUMA	"NY, 03703"																																														
PUMA	"NY, 03704"																																														
PUMA	"NY, 03705"																																														
PUMA	"NY, 03706"																																														
PUMA	"NY, 03707"																																														
PUMA	"NY, 03708"																																														
PUMA	"NY, 03709"																																														
PUMA	"NY, 03710"																																														
PUMA	"NY, 03801"																																														
PUMA	"NY, 03802"																																														
PUMA	"NY, 03803"																																														
PUMA	"NY, 03804"																																														
PUMA	"NY, 03805"																																														
PUMA	"NY, 03806"																																														
PUMA	"NY, 03807"																																														
PUMA	"NY, 03808"																																														
PUMA	"NY, 03809"																																														
PUMA	"NY, 03810"																																														
PUMA	"NY, 03901"																																														
PUMA	"NY, 03902"																																														
PUMA	"NY, 03903"																																														
PUMA	"NY, 04001"																																														
PUMA	"NY, 04002"																																														
PUMA	"NY, 04003"																																														
PUMA	"NY, 04004"																																														
PUMA	"NY, 04005"																																														
PUMA	"NY, 04006"																																														
PUMA	"NY, 04007"																																														
PUMA	"NY, 04008"																																														
PUMA	"NY, 04009"																																														
PUMA	"NY, 04010"																																														
PUMA	"NY, 04011"																																														
PUMA	"NY, 04012"																																														
PUMA	"NY, 04013"																																														
PUMA	"NY, 04014"																																														
PUMA	"NY, 04015"																																														
PUMA	"NY, 04016"																																														
PUMA	"NY, 04017"																																														
PUMA	"NY, 04018"																																														
PUMA	"NY, 04101"																																														
PUMA	"NY, 04102"																																														
PUMA	"NY, 04103"																																														
PUMA	"NY, 04104"																																														
PUMA	"NY, 04105"																																														
PUMA	"NY, 04106"																																														
PUMA	"NY, 04107"																																														
PUMA	"NY, 04108"																																														
PUMA	"NY, 04109"																																														
PUMA	"NY, 04110"																																														
PUMA	"NY, 04111"																																														
PUMA	"NY, 04112"																																														
PUMA	"NY, 04113"																																														
PUMA	"NY, 04114"																																														
PUMA	"OH, 00100"																																														
PUMA	"OH, 00200"																																														
PUMA	"OH, 00300"																																														
PUMA	"OH, 00400"																																														
PUMA	"OH, 00500"																																														
PUMA	"OH, 00600"																																														
PUMA	"OH, 00700"																																														
PUMA	"OH, 00801"																																														
PUMA	"OH, 00802"																																														
PUMA	"OH, 00901"																																														
PUMA	"OH, 00902"																																														
PUMA	"OH, 00903"																																														
PUMA	"OH, 00904"																																														
PUMA	"OH, 00905"																																														
PUMA	"OH, 00906"																																														
PUMA	"OH, 00907"																																														
PUMA	"OH, 00908"																																														
PUMA	"OH, 00909"																																														
PUMA	"OH, 00910"																																														
PUMA	"OH, 01000"																																														
PUMA	"OH, 01100"																																														
PUMA	"OH, 01200"																																														
PUMA	"OH, 01300"																																														
PUMA	"OH, 01400"																																														
PUMA	"OH, 01500"																																														
PUMA	"OH, 01600"																																														
PUMA	"OH, 01700"																																														
PUMA	"OH, 01801"																																														
PUMA	"OH, 01802"																																														
PUMA	"OH, 01803"																																														
PUMA	"OH, 01804"																																														
PUMA	"OH, 01805"																																														
PUMA	"OH, 01900"																																														
PUMA	"OH, 02000"																																														
PUMA	"OH, 02100"																																														
PUMA	"OH, 02200"																																														
PUMA	"OH, 02300"																																														
PUMA	"OH, 02400"																																														
PUMA	"OH, 02500"																																														
PUMA	"OH, 02600"																																														
PUMA	"OH, 02700"																																														
PUMA	"OH, 02800"																																														
PUMA	"OH, 02900"																																														
PUMA	"OH, 03000"																																														
PUMA	"OH, 03100"																																														
PUMA	"OH, 03200"																																														
PUMA	"OH, 03300"																																														
PUMA	"OH, 03400"																																														
PUMA	"OH, 03500"																																														
PUMA	"OH, 03600"																																														
PUMA	"OH, 03700"																																														
PUMA	"OH, 03800"																																														
PUMA	"OH, 03900"																																														
PUMA	"OH, 04000"																																														
PUMA	"OH, 04101"																																														
PUMA	"OH, 04102"																																														
PUMA	"OH, 04103"																																														
PUMA	"OH, 04104"																																														
PUMA	"OH, 04105"																																														
PUMA	"OH, 04106"																																														
PUMA	"OH, 04107"																																														
PUMA	"OH, 04108"																																														
PUMA	"OH, 04109"																																														
PUMA	"OH, 04110"																																														
PUMA	"OH, 04111"																																														
PUMA	"OH, 04200"																																														
PUMA	"OH, 04300"																																														
PUMA	"OH, 04400"																																														
PUMA	"OH, 04500"																																														
PUMA	"OH, 04601"																																														
PUMA	"OH, 04602"																																														
PUMA	"OH, 04603"																																														
PUMA	"OH, 04604"																																														
PUMA	"OH, 04700"																																														
PUMA	"OH, 04800"																																														
PUMA	"OH, 04900"																																														
PUMA	"OH, 05000"																																														
PUMA	"OH, 05100"																																														
PUMA	"OH, 05200"																																														
PUMA	"OH, 05301"																																														
PUMA	"OH, 05302"																																														
PUMA	"OH, 05401"																																														
PUMA	"OH, 05402"																																														
PUMA	"OH, 05403"																																														
PUMA	"OH, 05501"																																														
PUMA	"OH, 05502"																																														
PUMA	"OH, 05503"																																														
PUMA	"OH, 05504"																																														
PUMA	"OH, 05505"																																														
PUMA	"OH, 05506"																																														
PUMA	"OH, 05507"																																														
PUMA	"OH, 05600"																																														
PUMA	"OH, 05700"																																														
PUMA	"OK, 00100"																																														
PUMA	"OK, 00200"																																														
PUMA	"OK, 00300"																																														
PUMA	"OK, 00400"																																														
PUMA	"OK, 00500"																																														
PUMA	"OK, 00601"																																														
PUMA	"OK, 00602"																																														
PUMA	"OK, 00701"																																														
PUMA	"OK, 00702"																																														
PUMA	"OK, 00800"																																														
PUMA	"OK, 00900"																																														
PUMA	"OK, 01001"																																														
PUMA	"OK, 01002"																																														
PUMA	"OK, 01003"																																														
PUMA	"OK, 01004"																																														
PUMA	"OK, 01005"																																														
PUMA	"OK, 01006"																																														
PUMA	"OK, 01101"																																														
PUMA	"OK, 01102"																																														
PUMA	"OK, 01201"																																														
PUMA	"OK, 01202"																																														
PUMA	"OK, 01203"																																														
PUMA	"OK, 01204"																																														
PUMA	"OK, 01301"																																														
PUMA	"OK, 01302"																																														
PUMA	"OK, 01400"																																														
PUMA	"OK, 01501"																																														
PUMA	"OK, 01601"																																														
PUMA	"OR, 00100"																																														
PUMA	"OR, 00200"																																														
PUMA	"OR, 00300"																																														
PUMA	"OR, 00400"																																														
PUMA	"OR, 00500"																																														
PUMA	"OR, 00600"																																														
PUMA	"OR, 00703"																																														
PUMA	"OR, 00704"																																														
PUMA	"OR, 00705"																																														
PUMA	"OR, 00800"																																														
PUMA	"OR, 00901"																																														
PUMA	"OR, 00902"																																														
PUMA	"OR, 01000"																																														
PUMA	"OR, 01103"																																														
PUMA	"OR, 01104"																																														
PUMA	"OR, 01105"																																														
PUMA	"OR, 01200"																																														
PUMA	"OR, 01301"																																														
PUMA	"OR, 01302"																																														
PUMA	"OR, 01303"																																														
PUMA	"OR, 01305"																																														
PUMA	"OR, 01314"																																														
PUMA	"OR, 01316"																																														
PUMA	"OR, 01317"																																														
PUMA	"OR, 01318"																																														
PUMA	"OR, 01319"																																														
PUMA	"OR, 01320"																																														
PUMA	"OR, 01321"																																														
PUMA	"OR, 01322"																																														
PUMA	"OR, 01323"																																														
PUMA	"OR, 01324"																																														
PUMA	"PA, 00101"																																														
PUMA	"PA, 00102"																																														
PUMA	"PA, 00200"																																														
PUMA	"PA, 00300"																																														
PUMA	"PA, 00400"																																														
PUMA	"PA, 00500"																																														
PUMA	"PA, 00600"																																														
PUMA	"PA, 00701"																																														
PUMA	"PA, 00702"																																														
PUMA	"PA, 00801"																																														
PUMA	"PA, 00802"																																														
PUMA	"PA, 00803"																																														
PUMA	"PA, 00900"																																														
PUMA	"PA, 01000"																																														
PUMA	"PA, 01100"																																														
PUMA	"PA, 01200"																																														
PUMA	"PA, 01300"																																														
PUMA	"PA, 01400"																																														
PUMA	"PA, 01501"																																														
PUMA	"PA, 01502"																																														
PUMA	"PA, 01600"																																														
PUMA	"PA, 01701"																																														
PUMA	"PA, 01702"																																														
PUMA	"PA, 01801"																																														
PUMA	"PA, 01802"																																														
PUMA	"PA, 01803"																																														
PUMA	"PA, 01804"																																														
PUMA	"PA, 01805"																																														
PUMA	"PA, 01806"																																														
PUMA	"PA, 01807"																																														
PUMA	"PA, 01900"																																														
PUMA	"PA, 02001"																																														
PUMA	"PA, 02002"																																														
PUMA	"PA, 02003"																																														
PUMA	"PA, 02100"																																														
PUMA	"PA, 02200"																																														
PUMA	"PA, 02301"																																														
PUMA	"PA, 02302"																																														
PUMA	"PA, 02401"																																														
PUMA	"PA, 02402"																																														
PUMA	"PA, 02500"																																														
PUMA	"PA, 02600"																																														
PUMA	"PA, 02701"																																														
PUMA	"PA, 02702"																																														
PUMA	"PA, 02703"																																														
PUMA	"PA, 02801"																																														
PUMA	"PA, 02802"																																														
PUMA	"PA, 02803"																																														
PUMA	"PA, 02901"																																														
PUMA	"PA, 02902"																																														
PUMA	"PA, 03001"																																														
PUMA	"PA, 03002"																																														
PUMA	"PA, 03003"																																														
PUMA	"PA, 03004"																																														
PUMA	"PA, 03101"																																														
PUMA	"PA, 03102"																																														
PUMA	"PA, 03103"																																														
PUMA	"PA, 03104"																																														
PUMA	"PA, 03105"																																														
PUMA	"PA, 03106"																																														
PUMA	"PA, 03201"																																														
PUMA	"PA, 03202"																																														
PUMA	"PA, 03203"																																														
PUMA	"PA, 03204"																																														
PUMA	"PA, 03205"																																														
PUMA	"PA, 03206"																																														
PUMA	"PA, 03207"																																														
PUMA	"PA, 03208"																																														
PUMA	"PA, 03209"																																														
PUMA	"PA, 03210"																																														
PUMA	"PA, 03211"																																														
PUMA	"PA, 03301"																																														
PUMA	"PA, 03302"																																														
PUMA	"PA, 03303"																																														
PUMA	"PA, 03304"																																														
PUMA	"PA, 03401"																																														
PUMA	"PA, 03402"																																														
PUMA	"PA, 03403"																																														
PUMA	"PA, 03404"																																														
PUMA	"PA, 03501"																																														
PUMA	"PA, 03502"																																														
PUMA	"PA, 03503"																																														
PUMA	"PA, 03504"																																														
PUMA	"PA, 03601"																																														
PUMA	"PA, 03602"																																														
PUMA	"PA, 03603"																																														
PUMA	"PA, 03701"																																														
PUMA	"PA, 03702"																																														
PUMA	"PA, 03800"																																														
PUMA	"PA, 03900"																																														
PUMA	"PA, 04001"																																														
PUMA	"PA, 04002"																																														
PUMA	"RI, 00101"																																														
PUMA	"RI, 00102"																																														
PUMA	"RI, 00103"																																														
PUMA	"RI, 00104"																																														
PUMA	"RI, 00201"																																														
PUMA	"RI, 00300"																																														
PUMA	"RI, 00400"																																														
PUMA	"SC, 00101"																																														
PUMA	"SC, 00102"																																														
PUMA	"SC, 00103"																																														
PUMA	"SC, 00104"																																														
PUMA	"SC, 00105"																																														
PUMA	"SC, 00200"																																														
PUMA	"SC, 00301"																																														
PUMA	"SC, 00302"																																														
PUMA	"SC, 00400"																																														
PUMA	"SC, 00501"																																														
PUMA	"SC, 00502"																																														
PUMA	"SC, 00601"																																														
PUMA	"SC, 00602"																																														
PUMA	"SC, 00603"																																														
PUMA	"SC, 00604"																																														
PUMA	"SC, 00605"																																														
PUMA	"SC, 00700"																																														
PUMA	"SC, 00800"																																														
PUMA	"SC, 00900"																																														
PUMA	"SC, 01000"																																														
PUMA	"SC, 01101"																																														
PUMA	"SC, 01102"																																														
PUMA	"SC, 01201"																																														
PUMA	"SC, 01202"																																														
PUMA	"SC, 01203"																																														
PUMA	"SC, 01204"																																														
PUMA	"SC, 01300"																																														
PUMA	"SC, 01400"																																														
PUMA	"SC, 01500"																																														
PUMA	"SC, 01600"																																														
PUMA	"SD, 00100"																																														
PUMA	"SD, 00200"																																														
PUMA	"SD, 00300"																																														
PUMA	"SD, 00400"																																														
PUMA	"SD, 00500"																																														
PUMA	"SD, 00600"																																														
PUMA	"TN, 00100"																																														
PUMA	"TN, 00200"																																														
PUMA	"TN, 00300"																																														
PUMA	"TN, 00400"																																														
PUMA	"TN, 00500"																																														
PUMA	"TN, 00600"																																														
PUMA	"TN, 00700"																																														
PUMA	"TN, 00800"																																														
PUMA	"TN, 00900"																																														
PUMA	"TN, 01000"																																														
PUMA	"TN, 01100"																																														
PUMA	"TN, 01200"																																														
PUMA	"TN, 01300"																																														
PUMA	"TN, 01400"																																														
PUMA	"TN, 01500"																																														
PUMA	"TN, 01601"																																														
PUMA	"TN, 01602"																																														
PUMA	"TN, 01603"																																														
PUMA	"TN, 01604"																																														
PUMA	"TN, 01700"																																														
PUMA	"TN, 01800"																																														
PUMA	"TN, 01900"																																														
PUMA	"TN, 02001"																																														
PUMA	"TN, 02002"																																														
PUMA	"TN, 02003"																																														
PUMA	"TN, 02100"																																														
PUMA	"TN, 02200"																																														
PUMA	"TN, 02300"																																														
PUMA	"TN, 02401"																																														
PUMA	"TN, 02402"																																														
PUMA	"TN, 02501"																																														
PUMA	"TN, 02502"																																														
PUMA	"TN, 02503"																																														
PUMA	"TN, 02504"																																														
PUMA	"TN, 02505"																																														
PUMA	"TN, 02600"																																														
PUMA	"TN, 02700"																																														
PUMA	"TN, 02800"																																														
PUMA	"TN, 02900"																																														
PUMA	"TN, 03000"																																														
PUMA	"TN, 03100"																																														
PUMA	"TN, 03201"																																														
PUMA	"TN, 03202"																																														
PUMA	"TN, 03203"																																														
PUMA	"TN, 03204"																																														
PUMA	"TN, 03205"																																														
PUMA	"TN, 03206"																																														
PUMA	"TN, 03207"																																														
PUMA	"TN, 03208"																																														
PUMA	"TX, 00100"																																														
PUMA	"TX, 00200"																																														
PUMA	"TX, 00300"																																														
PUMA	"TX, 00400"																																														
PUMA	"TX, 00501"																																														
PUMA	"TX, 00502"																																														
PUMA	"TX, 00600"																																														
PUMA	"TX, 00700"																																														
PUMA	"TX, 00800"																																														
PUMA	"TX, 00900"																																														
PUMA	"TX, 01000"																																														
PUMA	"TX, 01100"																																														
PUMA	"TX, 01200"																																														
PUMA	"TX, 01300"																																														
PUMA	"TX, 01400"																																														
PUMA	"TX, 01501"																																														
PUMA	"TX, 01502"																																														
PUMA	"TX, 01600"																																														
PUMA	"TX, 01700"																																														
PUMA	"TX, 01800"																																														
PUMA	"TX, 01901"																																														
PUMA	"TX, 01902"																																														
PUMA	"TX, 01903"																																														
PUMA	"TX, 01904"																																														
PUMA	"TX, 01905"																																														
PUMA	"TX, 01906"																																														
PUMA	"TX, 01907"																																														
PUMA	"TX, 02001"																																														
PUMA	"TX, 02002"																																														
PUMA	"TX, 02003"																																														
PUMA	"TX, 02004"																																														
PUMA	"TX, 02005"																																														
PUMA	"TX, 02006"																																														
PUMA	"TX, 02101"																																														
PUMA	"TX, 02102"																																														
PUMA	"TX, 02200"																																														
PUMA	"TX, 02301"																																														
PUMA	"TX, 02302"																																														
PUMA	"TX, 02303"																																														
PUMA	"TX, 02304"																																														
PUMA	"TX, 02305"																																														
PUMA	"TX, 02306"																																														
PUMA	"TX, 02307"																																														
PUMA	"TX, 02308"																																														
PUMA	"TX, 02309"																																														
PUMA	"TX, 02310"																																														
PUMA	"TX, 02311"																																														
PUMA	"TX, 02312"																																														
PUMA	"TX, 02313"																																														
PUMA	"TX, 02314"																																														
PUMA	"TX, 02315"																																														
PUMA	"TX, 02316"																																														
PUMA	"TX, 02317"																																														
PUMA	"TX, 02318"																																														
PUMA	"TX, 02319"																																														
PUMA	"TX, 02320"																																														
PUMA	"TX, 02321"																																														
PUMA	"TX, 02322"																																														
PUMA	"TX, 02400"																																														
PUMA	"TX, 02501"																																														
PUMA	"TX, 02502"																																														
PUMA	"TX, 02503"																																														
PUMA	"TX, 02504"																																														
PUMA	"TX, 02505"																																														
PUMA	"TX, 02506"																																														
PUMA	"TX, 02507"																																														
PUMA	"TX, 02508"																																														
PUMA	"TX, 02509"																																														
PUMA	"TX, 02510"																																														
PUMA	"TX, 02511"																																														
PUMA	"TX, 02512"																																														
PUMA	"TX, 02513"																																														
PUMA	"TX, 02514"																																														
PUMA	"TX, 02515"																																														
PUMA	"TX, 02516"																																														
PUMA	"TX, 02600"																																														
PUMA	"TX, 02700"																																														
PUMA	"TX, 02800"																																														
PUMA	"TX, 02900"																																														
PUMA	"TX, 03000"																																														
PUMA	"TX, 03100"																																														
PUMA	"TX, 03200"																																														
PUMA	"TX, 03301"																																														
PUMA	"TX, 03302"																																														
PUMA	"TX, 03303"																																														
PUMA	"TX, 03304"																																														
PUMA	"TX, 03305"																																														
PUMA	"TX, 03306"																																														
