occupants,lighting_interior,lighting_exterior,lighting_garage,lighting_exterior_holiday,cooking_range,refrigerator,extra_refrigerator,freezer,dishwasher,dishwasher_power,clothes_washer,clothes_washer_power,clothes_dryer,clothes_dryer_exhaust,baths,showers,sinks,fixtures,ceiling_fan,plug_loads_other,plug_loads_tv,plug_loads_vehicle,plug_loads_well_pump,fuel_loads_grill,fuel_loads_lighting,fuel_loads_fireplace,pool_pump,pool_heater,hot_tub_pump,hot_tub_heater,sleep,vacancy
0.333,0.169,0.31,0.31,0,0,0.709,0.709,0.709,0,0,0,0,0,0,0,0.0372,0,0.0372,0.275,0.532,0.304,1,0.312,0.233,0.312,0.312,0.595,0.595,0.0876,0.0938,0,0
0.333,0.173,0.343,0.343,0,0,0.709,0.709,0.709,0,0,0,0,0,0,0,0,0,0,0.286,0.528,0.347,1,0.312,0.301,0.312,0.312,0.495,0.495,0.15,0.161,0,0
0.667,0.338,0.354,0.354,0,0,0.692,0.692,0.692,0,0,0,0,0,0,0,0,0.00852,0.00852,0.322,0.609,0.382,1,0.322,0.362,0.322,0.322,0.403,0.403,0.363,0.388,0,0
0.667,0.425,0.431,0.431,0,0,0.743,0.743,0.743,0,0,0,0,0,0,0,0,0.00852,0.00852,0.373,0.629,0.402,1,0.439,0.676,0.439,0.439,0.244,0.244,0.789,0.844,0,0
0.667,0.553,0.586,0.586,0,0,0.81,0.81,0.81,0,0,0,0,0,0,0,0,0,0,0.477,0.669,0.415,1,0.556,0.989,0.556,0.556,0.152,0.152,0.764,0.817,0,0
1,0.946,0.697,0.697,0,0,0.844,0.844,0.844,0,0,0,0,0,0,0,0,0.0142,0.0142,0.697,0.785,0.489,1,0.644,0.706,0.644,0.644,0.0859,0.0859,0.426,0.455,0,0
1,0.919,0.741,0.741,0,0,0.81,0.81,0.81,0,0,0,0,0,0,0,0,0.00568,0.00568,0.741,0.741,0.643,1,0.741,0.43,0.741,0.741,0.0528,0.0528,0.382,0.409,0,0
1,0.747,0.785,0.785,0,0,0.793,0.793,0.793,0,0,0,0,0,0,0,0,0.00852,0.00852,0.785,0.696,0.756,1,0.79,0.27,0.79,0.79,0.0264,0.0264,0.319,0.342,0,0
1,0.566,0.763,0.763,0,0,0.776,0.776,0.776,0,0,0,0,0,0,0,0,0,0,0.763,0.667,0.698,1,0.839,0.117,0.839,0.839,0.0198,0.0198,0.269,0.288,0,0
1,0.493,0.652,0.652,0,0,0.743,0.743,0.743,0,0,0,0,0,0,0,0,0,0,0.652,0.593,0.441,1,0.732,0.0799,0.732,0.732,0.0198,0.0198,0.15,0.161,0,0
1,0.249,0.553,0.553,0,0,0.692,0.692,0.692,0,0,0,0,0,0,0,0,0.00284,0.00284,0.553,0.533,0.201,1,0.634,0.043,0.634,0.634,0.0198,0.0198,0.15,0.161,0,0
1,0.0743,0.442,0.442,0,0,0.675,0.675,0.675,0,0,0,0,0,0,0,0,0,0,0.319,0.483,0.0858,1,0.429,0.0246,0.429,0.429,0.0198,0.0198,0.15,0.161,0.667,0
1,0.0495,0.409,0.409,0,0,0.658,0.658,0.658,0,0,0,0,0,0,0,0,0,0,0.258,0.465,0.0429,1,0.224,0.00614,0.224,0.224,0.0198,0.0198,0.182,0.194,1,0
1,0.0495,0.409,0.409,0,0,0.641,0.641,0.641,0,0,0,0,0,0,0,0,0,0,0.258,0.465,0.0234,1,0.185,0.00614,0.185,0.185,0.0198,0.0198,0.15,0.161,1,0
1,0.0495,0.398,0.398,0,0,0.625,0.625,0.625,0,0,0,0,0,0,0,0,0,0,0.258,0.465,0.0156,1,0.146,0.0123,0.146,0.146,0.0264,0.0264,0.182,0.194,1,0
1,0.0495,0.365,0.365,0,0,0.608,0.608,0.608,0,0,0,0,0,0,0,0,0,0,0.258,0.465,0.0214,1,0.156,0.043,0.156,0.156,0.0528,0.0528,0.294,0.315,1,0
1,0.0495,0.398,0.398,0,0,0.608,0.608,0.608,0,0,0,0,0,0,0,0,0,0,0.258,0.465,0.0273,1,0.176,0.0737,0.176,0.176,0.0991,0.0991,0.419,0.449,1,0
0.667,0.0495,0.476,0.476,0,0,0.641,0.641,0.641,0,0,0,0,0,0,0,0,0,0,0.258,0.465,0.0468,1,0.254,0.178,0.254,0.254,0.172,0.172,0.357,0.382,0.667,0
0.667,0.0495,0.52,0.52,0,0,0.675,0.675,0.675,0,0,0,0,0,0,0,0,0,0,0.258,0.465,0.0838,1,0.322,0.283,0.322,0.322,0.291,0.291,0.15,0.161,0.667,0
0.667,0.0495,0.376,0.376,0,0.0513,0.692,0.692,0.692,0,0,0,0,0,0,0,0,0,0,0.258,0.465,0.138,1,0.322,0.27,0.322,0.322,0.555,0.555,0.15,0.161,0.667,0
0.667,0.321,0.254,0.254,0,0.0417,0.692,0.692,0.692,0,0,0.0209,0.0194,0.0505,0.0505,0,0,0,0,0.255,0.58,0.183,1,0.312,0.252,0.312,0.312,0.799,0.799,0.119,0.127,0,0
0.667,0.312,0.265,0.265,0,0.116,0.675,0.675,0.675,0,0,0.0106,0,0.0253,0.0253,0,0,0,0,0.263,0.58,0.218,1,0.322,0.27,0.322,0.322,0.839,0.839,0.0939,0.1,0,0
0.667,0.3,0.276,0.276,0,0,0.675,0.675,0.675,0,0,0.0148,0.00971,0.197,0.197,0,0,0,0,0.27,0.59,0.24,1,0.322,0.283,0.322,0.322,0.799,0.799,0.0876,0.0938,0,0
0.667,0.292,0.265,0.265,0,0,0.709,0.709,0.709,0,0,0.0227,0,0.0354,0.0354,0,0,0,0,0.263,0.6,0.257,1,0.312,0.258,0.312,0.312,0.793,0.793,0.0876,0.0938,0,0
0.667,0.289,0.31,0.31,0,0.103,0.709,0.709,0.709,0,0,0,0,0,0,0,0,0.00568,0.00568,0.292,0.6,0.304,1,0.312,0.233,0.312,0.312,0.595,0.595,0.0876,0.0938,0,0
0.667,0.173,0.343,0.343,0,0,0.709,0.709,0.709,0,0,0,0,0,0,0,0.0136,0,0.0136,0.286,0.528,0.347,1,0.312,0.301,0.312,0.312,0.495,0.495,0.15,0.161,0.333,0
0.667,0.194,0.354,0.354,0,0,0.692,0.692,0.692,0,0,0,0,0,0,0,0,0,0,0.29,0.537,0.382,1,0.322,0.362,0.322,0.322,0.403,0.403,0.363,0.388,0.333,0
0.667,0.425,0.431,0.431,0,0,0.743,0.743,0.743,0,0,0,0,0,0,0,0,0.00284,0.00284,0.373,0.629,0.402,1,0.439,0.676,0.439,0.439,0.244,0.244,0.789,0.844,0,0
0.667,0.553,0.586,0.586,0,0,0.81,0.81,0.81,0,0,0,0,0,0,0,0.0498,0.00568,0.0555,0.477,0.669,0.415,1,0.556,0.989,0.556,0.556,0.152,0.152,0.764,0.817,0,0
0.667,0.647,0.697,0.697,0,0,0.844,0.844,0.844,0.00316,0.0223,0,0,0,0,0,0.0581,0.00852,0.0667,0.55,0.679,0.489,1,0.644,0.706,0.644,0.644,0.0859,0.0859,0.426,0.455,0,0
0.667,0.629,0.741,0.741,0,0.0417,0.81,0.81,0.81,0.0144,0.0827,0,0,0,0,0,0,0.00568,0.00568,0.58,0.649,0.643,1,0.741,0.43,0.741,0.741,0.0528,0.0528,0.382,0.409,0,0
0.667,0.515,0.785,0.785,0,0.193,0.793,0.793,0.793,0,0,0,0,0,0,0,0,0.0114,0.0114,0.609,0.619,0.756,1,0.79,0.27,0.79,0.79,0.0264,0.0264,0.319,0.342,0,0
1,0.566,0.763,0.763,0,0.0289,0.776,0.776,0.776,0,0,0,0,0,0,0.0322,0.0161,0.00284,0.0511,0.763,0.667,0.698,1,0.839,0.117,0.839,0.839,0.0198,0.0198,0.269,0.288,0,0
1,0.345,0.652,0.652,0,0,0.743,0.743,0.743,0,0,0,0,0,0,0,0.0699,0.017,0.087,0.521,0.55,0.441,1,0.732,0.0799,0.732,0.732,0.0198,0.0198,0.15,0.161,0.333,0
1,0.183,0.553,0.553,0,0,0.692,0.692,0.692,0,0,0,0,0,0,0,0,0,0,0.455,0.511,0.201,1,0.634,0.043,0.634,0.634,0.0198,0.0198,0.15,0.161,0.333,0
1,0.0743,0.442,0.442,0,0,0.675,0.675,0.675,0,0,0,0,0,0,0,0,0,0,0.319,0.483,0.0721,1,0.429,0.0246,0.429,0.429,0.0198,0.0198,0.15,0.161,0.667,0
1,0.0578,0.409,0.409,0,0,0.658,0.658,0.658,0,0,0,0,0,0,0,0,0,0,0.308,0.473,0.0351,1,0.224,0.00614,0.224,0.224,0.0198,0.0198,0.182,0.194,0.667,0
1,0.0495,0.409,0.409,0,0,0.641,0.641,0.641,0,0,0,0,0,0,0,0,0,0,0.308,0.468,0.0175,1,0.185,0.00614,0.185,0.185,0.0198,0.0198,0.15,0.161,0.667,0
1,0.0495,0.398,0.398,0,0,0.625,0.625,0.625,0,0,0,0,0,0,0,0,0,0,0.305,0.463,0.0136,1,0.146,0.0123,0.146,0.146,0.0264,0.0264,0.182,0.194,0.667,0
1,0.0495,0.365,0.365,0,0,0.608,0.608,0.608,0,0,0,0,0,0,0,0,0,0,0.258,0.465,0.0214,1,0.156,0.043,0.156,0.156,0.0528,0.0528,0.294,0.315,1,0
1,0.0816,0.398,0.398,0,0,0.608,0.608,0.608,0,0,0.032,0.00971,0.0808,0.0808,0,0,0.00284,0.00284,0.305,0.473,0.0351,1,0.176,0.0737,0.176,0.176,0.0991,0.0991,0.419,0.449,0.667,0
1,0.245,0.476,0.476,0,0.0513,0.641,0.641,0.641,0,0,0.0164,0,0.232,0.232,0,0.021,0.00852,0.0295,0.403,0.521,0.0565,1,0.254,0.178,0.254,0.254,0.172,0.172,0.357,0.382,0.333,0
1,0.305,0.52,0.52,0,0,0.675,0.675,0.675,0,0,0,0,0,0,0,0.0884,0,0.0884,0.432,0.57,0.078,1,0.322,0.283,0.322,0.322,0.291,0.291,0.15,0.161,0.333,0
0.667,0.184,0.376,0.376,0,0.0513,0.692,0.692,0.692,0,0,0,0,0,0,0,0.0419,0.00284,0.0448,0.297,0.523,0.0955,1,0.322,0.27,0.322,0.322,0.555,0.555,0.15,0.161,0.333,0
0.667,0.321,0.254,0.254,0,0,0.692,0.692,0.692,0,0,0,0,0,0,0,0.0407,0.00852,0.0492,0.255,0.58,0.113,1,0.312,0.252,0.312,0.312,0.799,0.799,0.119,0.127,0,0
0.333,0.181,0.265,0.265,0,0,0.675,0.675,0.675,0,0,0,0,0,0,0,0.0828,0.00568,0.0884,0.26,0.523,0.127,1,0.322,0.27,0.322,0.322,0.839,0.839,0.0939,0.1,0,0
0.333,0.175,0.276,0.276,0,0,0.675,0.675,0.675,0,0,0,0,0,0,0,0,0.017,0.017,0.264,0.528,0.14,1,0.322,0.283,0.322,0.322,0.799,0.799,0.0876,0.0938,0,0
0.333,0.171,0.265,0.265,0,0,0.709,0.709,0.709,0,0,0,0,0,0,0,0,0,0,0.26,0.532,0.148,1,0.312,0.258,0.312,0.312,0.793,0.793,0.0876,0.0938,0,0
0.333,0.169,0.31,0.31,0,0,0.709,0.709,0.709,0,0,0,0,0,0,0,0.0179,0,0.0179,0.275,0.532,0.168,1,0.312,0.233,0.312,0.312,0.595,0.595,0.0876,0.0938,0,0
0.333,0.0495,0.343,0.343,0,0,0.709,0.709,0.709,0,0,0,0,0,0,0,0.0313,0.00284,0.0341,0.258,0.465,0.177,1,0.312,0.301,0.312,0.312,0.495,0.495,0.15,0.161,0.333,0
0.333,0.194,0.354,0.354,0,0,0.692,0.692,0.692,0,0,0.000949,0.00485,0,0,0,0.0503,0.0114,0.0616,0.29,0.537,0.199,1,0.322,0.362,0.322,0.322,0.403,0.403,0.363,0.388,0,0
0.333,0.237,0.431,0.431,0,0.157,0.743,0.743,0.743,0,0,0,0.0243,0.0909,0.0909,0,0.0339,0.0114,0.0452,0.316,0.547,0.248,1,0.439,0.676,0.439,0.439,0.244,0.244,0.789,0.844,0,0
1,0.804,0.586,0.586,0,0,0.81,0.81,0.81,0.0104,0.0715,0,0,0.0657,0.0657,0,0.0475,0.00568,0.0531,0.586,0.77,0.304,1,0.556,0.989,0.556,0.556,0.152,0.152,0.764,0.817,0,0
1,0.946,0.697,0.697,0,0,0.844,0.844,0.844,0.00462,0.0335,0,0,0,0,0,0.0209,0.00568,0.0266,0.697,0.785,0.409,1,0.644,0.706,0.644,0.644,0.0859,0.0859,0.426,0.455,0,0
1,0.919,0.741,0.741,0,0,0.81,0.81,0.81,0,0,0,0,0,0,0,0,0,0,0.741,0.741,0.573,1,0.741,0.43,0.741,0.741,0.0528,0.0528,0.382,0.409,0,0
1,0.515,0.785,0.785,0,0,0.793,0.793,0.793,0,0,0,0,0,0,0,0,0.00852,0.00852,0.609,0.619,0.708,1,0.79,0.27,0.79,0.79,0.0264,0.0264,0.319,0.342,0.333,0
1,0.222,0.763,0.763,0,0,0.776,0.776,0.776,0,0,0,0,0,0,0,0,0,0,0.426,0.532,0.671,1,0.839,0.117,0.839,0.839,0.0198,0.0198,0.269,0.288,0.667,0
1,0.197,0.652,0.652,0,0,0.743,0.743,0.743,0,0,0,0,0,0,0,0,0.00284,0.00284,0.389,0.508,0.405,1,0.732,0.0799,0.732,0.732,0.0198,0.0198,0.15,0.161,0.667,0
1,0.116,0.553,0.553,0,0,0.692,0.692,0.692,0,0,0,0,0,0,0,0.0299,0.0142,0.0441,0.356,0.488,0.175,1,0.634,0.043,0.634,0.634,0.0198,0.0198,0.15,0.161,0.667,0
1,0.0743,0.442,0.442,0,0,0.675,0.675,0.675,0,0,0,0,0,0,0,0,0,0,0.319,0.483,0.0721,1,0.429,0.0246,0.429,0.429,0.0198,0.0198,0.15,0.161,0.667,0
1,0.0495,0.409,0.409,0,0,0.658,0.658,0.658,0,0,0,0,0,0,0,0,0,0,0.258,0.465,0.0351,1,0.224,0.00614,0.224,0.224,0.0198,0.0198,0.182,0.194,1,0
1,0.0495,0.409,0.409,0,0,0.641,0.641,0.641,0,0,0,0,0,0,0,0,0,0,0.258,0.465,0.0175,1,0.185,0.00614,0.185,0.185,0.0198,0.0198,0.15,0.161,1,0
1,0.0495,0.398,0.398,0,0,0.625,0.625,0.625,0,0,0,0,0,0,0,0.094,0,0.094,0.258,0.465,0.0136,1,0.146,0.0123,0.146,0.146,0.0264,0.0264,0.182,0.194,1,0
1,0.051,0.365,0.365,0,0,0.608,0.608,0.608,0,0,0,0,0,0,0,0,0,0,0.293,0.468,0.0214,1,0.156,0.043,0.156,0.156,0.0528,0.0528,0.294,0.315,0.667,0
0.667,0.0495,0.398,0.398,0,0,0.608,0.608,0.608,0,0,0,0,0,0,0,0,0,0,0.258,0.465,0.0351,1,0.176,0.0737,0.176,0.176,0.0991,0.0991,0.419,0.449,0.667,0
0.667,0.147,0.476,0.476,0,0,0.641,0.641,0.641,0,0,0,0,0,0,0.0734,0.0734,0,0.147,0.33,0.493,0.0565,1,0.254,0.178,0.254,0.254,0.172,0.172,0.357,0.382,0.333,0
0.667,0.177,0.52,0.52,0,0,0.675,0.675,0.675,0,0,0,0,0,0,0,0.00542,0,0.00542,0.345,0.518,0.078,1,0.322,0.283,0.322,0.322,0.291,0.291,0.15,0.161,0.333,0
0.333,0.184,0.376,0.376,0,0,0.692,0.692,0.692,0,0,0,0,0,0,0,0,0,0,0.297,0.523,0.0955,1,0.322,0.27,0.322,0.322,0.555,0.555,0.15,0.161,0,0
0.333,0.185,0.254,0.254,0,0,0.692,0.692,0.692,0,0,0,0,0,0,0,0,0.00852,0.00852,0.257,0.523,0.113,1,0.312,0.252,0.312,0.312,0.799,0.799,0.119,0.127,0,0
0.333,0.181,0.265,0.265,0,0,0.675,0.675,0.675,0,0,0,0,0,0,0,0.0189,0.017,0.0359,0.26,0.523,0.127,1,0.322,0.27,0.322,0.322,0.839,0.839,0.0939,0.1,0,0
0.333,0.175,0.276,0.276,0,0.157,0.675,0.675,0.675,0,0,0,0,0,0,0,0,0,0,0.264,0.528,0.14,1,0.322,0.283,0.322,0.322,0.799,0.799,0.0876,0.0938,0,0
0.333,0.171,0.265,0.265,0,0,0.709,0.709,0.709,0,0,0,0,0,0,0,0,0.00284,0.00284,0.26,0.532,0.148,1,0.312,0.258,0.312,0.312,0.793,0.793,0.0876,0.0938,0,0
0.333,0.169,0.31,0.31,0,0,0.709,0.709,0.709,0,0,0,0,0,0,0,0,0.00284,0.00284,0.275,0.532,0.168,1,0.312,0.233,0.312,0.312,0.595,0.595,0.0876,0.0938,0,0
0.333,0.173,0.343,0.343,0,0,0.709,0.709,0.709,0,0,0,0,0,0,0,0,0.0227,0.0227,0.286,0.528,0.177,1,0.312,0.301,0.312,0.312,0.495,0.495,0.15,0.161,0,0
0.667,0.338,0.354,0.354,0,0,0.692,0.692,0.692,0,0,0,0,0,0,0,0,0.00852,0.00852,0.322,0.609,0.199,1,0.322,0.362,0.322,0.322,0.403,0.403,0.363,0.388,0,0
0.667,0.425,0.431,0.431,0,0,0.743,0.743,0.743,0,0,0,0,0,0,0,0,0.00284,0.00284,0.373,0.629,0.248,1,0.439,0.676,0.439,0.439,0.244,0.244,0.789,0.844,0,0
0.333,0.301,0.586,0.586,0,0,0.81,0.81,0.81,0,0,0,0,0,0,0,0,0,0,0.367,0.567,0.304,1,0.556,0.989,0.556,0.556,0.152,0.152,0.764,0.817,0,0
1,0.946,0.697,0.697,0,0,0.844,0.844,0.844,0,0,0,0,0,0,0,0,0.00284,0.00284,0.697,0.785,0.409,1,0.644,0.706,0.644,0.644,0.0859,0.0859,0.426,0.455,0,0
1,0.919,0.741,0.741,0,0,0.81,0.81,0.81,0,0,0,0,0,0,0,0,0.0142,0.0142,0.741,0.741,0.573,1,0.741,0.43,0.741,0.741,0.0528,0.0528,0.382,0.409,0,0
1,0.747,0.785,0.785,0,0,0.793,0.793,0.793,0,0,0,0,0,0,0,0.069,0.00284,0.0718,0.785,0.696,0.708,1,0.79,0.27,0.79,0.79,0.0264,0.0264,0.319,0.342,0,0
1,0.566,0.763,0.763,0,0,0.776,0.776,0.776,0,0,0,0,0,0,0,0,0.00568,0.00568,0.763,0.667,0.671,1,0.839,0.117,0.839,0.839,0.0198,0.0198,0.269,0.288,0,0
1,0.345,0.652,0.652,0,0,0.743,0.743,0.743,0,0,0,0,0,0,0,0,0.00852,0.00852,0.521,0.55,0.405,1,0.732,0.0799,0.732,0.732,0.0198,0.0198,0.15,0.161,0.333,0
1,0.0495,0.553,0.553,0,0,0.692,0.692,0.692,0,0,0,0,0,0,0,0,0.00568,0.00568,0.258,0.465,0.175,1,0.634,0.043,0.634,0.634,0.0198,0.0198,0.15,0.161,1,0
1,0.0495,0.442,0.442,0,0,0.675,0.675,0.675,0,0,0,0,0,0,0,0,0.00568,0.00568,0.258,0.465,0.0721,1,0.429,0.0246,0.429,0.429,0.0198,0.0198,0.15,0.161,1,0
1,0.0495,0.409,0.409,0,0,0.658,0.658,0.658,0,0,0,0,0,0,0,0,0,0,0.258,0.465,0.0351,1,0.224,0.00614,0.224,0.224,0.0198,0.0198,0.182,0.194,1,0
1,0.0495,0.409,0.409,0,0,0.641,0.641,0.641,0,0,0,0,0,0,0,0,0,0,0.258,0.465,0.0175,1,0.185,0.00614,0.185,0.185,0.0198,0.0198,0.15,0.161,1,0
1,0.0495,0.398,0.398,0,0,0.625,0.625,0.625,0,0,0,0,0,0,0,0,0,0,0.258,0.465,0.0136,1,0.146,0.0123,0.146,0.146,0.0264,0.0264,0.182,0.194,1,0
1,0.0495,0.365,0.365,0,0,0.608,0.608,0.608,0,0,0,0,0,0,0,0,0,0,0.258,0.465,0.0214,1,0.156,0.043,0.156,0.156,0.0528,0.0528,0.294,0.315,1,0
1,0.0495,0.398,0.398,0,0,0.608,0.608,0.608,0,0,0,0,0,0,0,0.0333,0,0.0333,0.258,0.465,0.0351,1,0.176,0.0737,0.176,0.176,0.0991,0.0991,0.419,0.449,1,0
1,0.147,0.476,0.476,0,0,0.641,0.641,0.641,0,0,0,0,0,0,0,0.057,0,0.057,0.33,0.493,0.0565,1,0.254,0.178,0.254,0.254,0.172,0.172,0.357,0.382,0.667,0
0.667,0.177,0.52,0.52,0,0,0.675,0.675,0.675,0,0,0,0,0,0,0,0,0,0,0.345,0.518,0.078,1,0.322,0.283,0.322,0.322,0.291,0.291,0.15,0.161,0.333,0
0.333,0.184,0.376,0.376,0,0,0.692,0.692,0.692,0,0.00447,0,0,0,0,0,0,0,0,0.297,0.523,0.0955,1,0.322,0.27,0.322,0.322,0.555,0.555,0.15,0.161,0,0
0.333,0.185,0.254,0.254,0,0,0.692,0.692,0.692,0.018,0.101,0,0,0,0,0,0.0279,0,0.0279,0.257,0.523,0.113,1,0.312,0.252,0.312,0.312,0.799,0.799,0.119,0.127,0,0
0.333,0.181,0.265,0.265,0,0,0.675,0.675,0.675,0.00382,0,0,0,0,0,0,0.0275,0,0.0275,0.26,0.523,0.127,1,0.322,0.27,0.322,0.322,0.839,0.839,0.0939,0.1,0,0
0.333,0.175,0.276,0.276,0,0,0.675,0.675,0.675,0,0,0,0,0,0,0,0,0.00852,0.00852,0.264,0.528,0.14,1,0.322,0.283,0.322,0.322,0.799,0.799,0.0876,0.0938,0,0
0.333,0.171,0.265,0.265,0,0,0.709,0.709,0.709,0,0,0,0,0,0,0,0,0.00852,0.00852,0.26,0.532,0.148,1,0.312,0.258,0.312,0.312,0.793,0.793,0.0876,0.0938,0,0
0,0.0495,0.31,0.31,0,0,0.709,0.709,0.709,0,0,0,0,0,0,0,0,0,0,0.258,0.465,0.168,1,0.312,0.233,0.312,0.312,0.595,0.595,0.0876,0.0938,0,0
0.333,0.173,0.343,0.343,0,0,0.709,0.709,0.709,0,0,0,0,0,0,0,0,0.0227,0.0227,0.286,0.528,0.177,1,0.312,0.301,0.312,0.312,0.495,0.495,0.15,0.161,0,0
0.333,0.194,0.354,0.354,0,0.0642,0.692,0.692,0.692,0,0,0,0,0,0,0,0,0.00568,0.00568,0.29,0.537,0.199,1,0.322,0.362,0.322,0.322,0.403,0.403,0.363,0.388,0,0
0.667,0.425,0.431,0.431,0,0.0385,0.743,0.743,0.743,0,0.00447,0,0,0,0,0,0,0,0,0.373,0.629,0.248,1,0.439,0.676,0.439,0.439,0.244,0.244,0.789,0.844,0,0
0.667,0.553,0.586,0.586,0,0,0.81,0.81,0.81,0.016,0.101,0,0,0,0,0,0,0.00568,0.00568,0.477,0.669,0.304,1,0.556,0.989,0.556,0.556,0.152,0.152,0.764,0.817,0,0
0.667,0.647,0.697,0.697,0,0,0.844,0.844,0.844,0.00738,0.038,0,0,0,0,0,0.0185,0.0199,0.0384,0.55,0.679,0.409,1,0.644,0.706,0.644,0.644,0.0859,0.0859,0.426,0.455,0,0
1,0.919,0.741,0.741,0,0,0.81,0.81,0.81,0.0204,0.067,0,0,0,0,0,0.084,0.0114,0.0953,0.741,0.741,0.573,1,0.741,0.43,0.741,0.741,0.0528,0.0528,0.382,0.409,0,0
1,0.747,0.785,0.785,0,0,0.793,0.793,0.793,0,0,0,0,0,0,0,0,0.0426,0.0426,0.785,0.696,0.708,1,0.79,0.27,0.79,0.79,0.0264,0.0264,0.319,0.342,0,0
1,0.222,0.763,0.763,0,0,0.776,0.776,0.776,0,0,0,0,0,0,0,0,0.00852,0.00852,0.426,0.532,0.671,1,0.839,0.117,0.839,0.839,0.0198,0.0198,0.269,0.288,0.667,0
1,0.197,0.652,0.652,0,0,0.743,0.743,0.743,0,0,0,0,0,0,0,0.082,0.00852,0.0905,0.389,0.508,0.405,1,0.732,0.0799,0.732,0.732,0.0198,0.0198,0.15,0.161,0.667,0
1,0.116,0.553,0.553,0,0,0.692,0.692,0.692,0,0,0,0,0,0,0,0,0.00284,0.00284,0.356,0.488,0.175,1,0.634,0.043,0.634,0.634,0.0198,0.0198,0.15,0.161,0.667,0
1,0.0495,0.442,0.442,0,0,0.675,0.675,0.675,0,0,0,0,0,0,0,0,0,0,0.258,0.465,0.0721,1,0.429,0.0246,0.429,0.429,0.0198,0.0198,0.15,0.161,1,0
1,0.0495,0.409,0.409,0,0,0.658,0.658,0.658,0,0,0,0,0,0,0,0,0,0,0.258,0.465,0.0351,1,0.224,0.00614,0.224,0.224,0.0198,0.0198,0.182,0.194,1,0
1,0.0495,0.409,0.409,0,0,0.641,0.641,0.641,0,0,0,0,0,0,0,0,0.00284,0.00284,0.258,0.465,0.0175,1,0.185,0.00614,0.185,0.185,0.0198,0.0198,0.15,0.161,1,0
1,0.0495,0.398,0.398,0,0,0.625,0.625,0.625,0,0,0,0,0,0,0,0,0,0,0.258,0.465,0.0136,1,0.146,0.0123,0.146,0.146,0.0264,0.0264,0.182,0.194,1,0
1,0.0495,0.365,0.365,0,0,0.608,0.608,0.608,0,0,0,0,0,0,0,0,0,0,0.258,0.465,0.0214,1,0.156,0.043,0.156,0.156,0.0528,0.0528,0.294,0.315,1,0
1,0.0495,0.398,0.398,0,0,0.608,0.608,0.608,0,0,0,0,0,0,0,0,0,0,0.258,0.465,0.0351,1,0.176,0.0737,0.176,0.176,0.0991,0.0991,0.419,0.449,1,0
0.667,0.0495,0.476,0.476,0,0,0.641,0.641,0.641,0,0,0,0,0,0,0,0.0475,0,0.0475,0.258,0.465,0.0565,1,0.254,0.178,0.254,0.254,0.172,0.172,0.357,0.382,0.667,0
1,0.177,0.52,0.52,0,0,0.675,0.675,0.675,0,0,0,0,0,0,0,0.0598,0,0.0598,0.345,0.518,0.078,1,0.322,0.283,0.322,0.322,0.291,0.291,0.15,0.161,0.667,0
0.667,0.0495,0.376,0.376,0,0,0.692,0.692,0.692,0,0,0,0,0,0,0,0,0,0,0.258,0.465,0.0955,1,0.322,0.27,0.322,0.322,0.555,0.555,0.15,0.161,0.667,0
0.333,0.185,0.254,0.254,0,0,0.692,0.692,0.692,0,0,0,0,0,0,0,0,0,0,0.257,0.523,0.113,1,0.312,0.252,0.312,0.312,0.799,0.799,0.119,0.127,0,0
0.333,0.181,0.265,0.265,0,0.0513,0.675,0.675,0.675,0,0,0,0,0,0,0,0,0,0,0.26,0.523,0.127,1,0.322,0.27,0.322,0.322,0.839,0.839,0.0939,0.1,0,0
0.333,0.175,0.276,0.276,0,0,0.675,0.675,0.675,0,0,0,0,0,0,0,0,0,0,0.264,0.528,0.14,1,0.322,0.283,0.322,0.322,0.799,0.799,0.0876,0.0938,0,0
0,0.0495,0.265,0.265,0,0,0.709,0.709,0.709,0,0,0.0184,0.00971,0.00505,0.00505,0,0,0.00284,0.00284,0.258,0.465,0.148,1,0.312,0.258,0.312,0.312,0.793,0.793,0.0876,0.0938,0,0
0.333,0.169,0.31,0.31,0,0,0.709,0.709,0.709,0,0,0.0203,0,0.227,0.227,0,0,0.00568,0.00568,0.275,0.532,0.168,1,0.312,0.233,0.312,0.312,0.595,0.595,0.0876,0.0938,0,0
0.333,0.173,0.343,0.343,0,0,0.709,0.709,0.709,0,0,0.0239,0,0,0,0,0,0.00852,0.00852,0.286,0.528,0.177,1,0.312,0.301,0.312,0.312,0.495,0.495,0.15,0.161,0,0
0.333,0.194,0.354,0.354,0,0,0.692,0.692,0.692,0,0,0.0178,0,0,0,0,0,0,0,0.29,0.537,0.199,1,0.322,0.362,0.322,0.322,0.403,0.403,0.363,0.388,0,0
0.333,0.237,0.431,0.431,0,0.16,0.743,0.743,0.743,0,0,0.0299,0,0,0,0,0,0,0,0.316,0.547,0.248,1,0.439,0.676,0.439,0.439,0.244,0.244,0.789,0.844,0,0
0.667,0.553,0.586,0.586,0,0.0481,0.81,0.81,0.81,0,0,0.0158,0,0,0,0,0,0.00852,0.00852,0.477,0.669,0.304,1,0.556,0.989,0.556,0.556,0.152,0.152,0.764,0.817,0,0
