Dependency=AHS Region	Dependency=Geometry Building Type RECS	Dependency=Heating Fuel	Option=None	Option=Yes	source_count	source_weight	sampling_probability
Non-CBSA West South Central	Multi-Family with 5+ Units	Other Fuel	0.5	0.5	0	0	1.43962e-05
Non-CBSA West South Central	Multi-Family with 5+ Units	Propane	0.5	0.5	0	0	3.42062e-05
Non-CBSA West South Central	Single-Family Attached	Electricity	0.207331	0.792669	88	200828	0.000995771
Non-CBSA West South Central	Single-Family Attached	Fuel Oil	0.5	0.5	0	0	1.9646e-06
Non-CBSA West South Central	Single-Family Attached	Natural Gas	0.1347	0.8653	34	71531.3	0.000651922
Non-CBSA West South Central	Single-Family Attached	None	1	0	1	489.427	1.17167e-05
Non-CBSA West South Central	Single-Family Attached	Other Fuel	0	1	2	4186.33	8.44114e-06
Non-CBSA West South Central	Single-Family Attached	Propane	0	1	2	5910.08	2.69661e-05
Non-CBSA West South Central	Single-Family Detached	Electricity	0.0299162	0.970084	1124	3.75807e+06	0.0258183
Non-CBSA West South Central	Single-Family Detached	Fuel Oil	0	1	1	3853.59	6.49443e-05
Non-CBSA West South Central	Single-Family Detached	Natural Gas	0.0337954	0.966205	666	2.27278e+06	0.0245243
Non-CBSA West South Central	Single-Family Detached	None	0.621684	0.378316	3	9823.53	0.000152556
Non-CBSA West South Central	Single-Family Detached	Other Fuel	0.054951	0.945049	38	128020	0.000974818
Non-CBSA West South Central	Single-Family Detached	Propane	0.0430042	0.956996	73	237225	0.00270521
# Created by: sources\ahs\2017\tsv_maker.py
# Source: Constructed using 2017 American Housing Survey (AHS) microdata.
# Source: Core Based Statistical Area (CBSA) data based on the Feb 2013 CBSA delineation file.
