Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Building Type RECS	Dependency=Geometry Floor Area Bin	Dependency=HVAC Cooling Type	Option=<10% Conditioned	Option=20% Conditioned	Option=40% Conditioned	Option=60% Conditioned	Option=80% Conditioned	Option=100% Conditioned	Option=None	source_count	source_weight	sampling_probability
4C	Multi-Family with 5+ Units	1500-2499	Central AC	0	0	0	0	0.0180021	0.981998	0	0.246557	2844.93	9.76148e-07
4C	Multi-Family with 5+ Units	1500-2499	Heat Pump	0	0	0	0	0	1	0	0.161409	1640.98	3.04927e-05
4C	Multi-Family with 5+ Units	1500-2499	None	0	0	0	0	0	0	1	2.06663	21605.4	9.62879e-05
4C	Multi-Family with 5+ Units	1500-2499	Room AC	0	0.554387	0.293678	0.08003	0.0459899	0.0259151	0	0.592352	6179.62	2.30112e-05
4C	Multi-Family with 5+ Units	2500-3999	Central AC	0	0	0	0	0.0307735	0.969226	0	0.074575	836.096	3.79588e-07
4C	Multi-Family with 5+ Units	2500-3999	Heat Pump	0	0	0	0	0	1	0	0.031218	310.759	2.3802e-06
4C	Multi-Family with 5+ Units	2500-3999	None	0	0	0	0	0	0	1	0.266803	2855.41	8.38202e-06
4C	Multi-Family with 5+ Units	2500-3999	Room AC	0	0.61929	0.260687	0.0432071	0.0152133	0.0616025	0	0.0890703	903.986	2.16852e-06
4C	Multi-Family with 5+ Units	4000+	Central AC	0	0	0	0	0.0385985	0.961402	0	0.0100672	111.307	3.8517e-08
4C	Multi-Family with 5+ Units	4000+	Heat Pump	0	0	0	0	0	1	0	0.00415361	35.3583	1.61751e-06
4C	Multi-Family with 5+ Units	4000+	None	0	0	0	0	0	0	1	0.0255169	237.975	6.55574e-06
4C	Multi-Family with 5+ Units	4000+	Room AC	0	0.814072	0.149072	0.0368561	0	0	0	0.0038649	38.5011	1.00813e-06
4C	Single-Family Attached	0-1499	Central AC	0	0	0	0	0.0502531	0.949747	0	7.9149	86776.6	9.89951e-05
4C	Single-Family Attached	0-1499	Heat Pump	0	0	0	0	0	1	0	7.16822	69811.6	9.31129e-05
4C	Single-Family Attached	0-1499	None	0	0	0	0	0	0	1	61.9835	637113	0.000418615
4C	Single-Family Attached	0-1499	Room AC	0.00754341	0.541529	0.247846	0.0794554	0.0345707	0.0890559	0	19.889	206063	0.000190241
4C	Single-Family Attached	1500-2499	Central AC	0	0	0	0	0.0991329	0.900867	0	4.2906	45179.9	5.0437e-05
4C	Single-Family Attached	1500-2499	Heat Pump	0	0	0	0	0	1	0	6.40523	57964.8	4.61397e-05
4C	Single-Family Attached	1500-2499	None	0	0	0	0	0	0	1	7.93787	73939.9	0.000202236
4C	Single-Family Attached	1500-2499	Room AC	0.0915158	0.662849	0.147095	0.0466703	0.0452701	0.00659963	0	1.50754	14636.6	9.17557e-05
4C	Single-Family Attached	2500-3999	Central AC	0	0	0	0	0.160079	0.839921	0	1.29776	13277.9	9.13517e-06
4C	Single-Family Attached	2500-3999	Heat Pump	0	0	0	0	0	1	0	1.23883	10977	7.21802e-06
4C	Single-Family Attached	2500-3999	None	0	0	0	0	0	0	1	1.02478	9772.03	3.25623e-05
4C	Single-Family Attached	2500-3999	Room AC	0.209534	0.631474	0.111354	0.0214883	0.0127712	0.013379	0	0.226684	2141.12	1.68288e-05
4C	Single-Family Attached	4000+	Central AC	0	0	0	0	0.194195	0.805805	0	0.17519	1767.66	2.49141e-06
4C	Single-Family Attached	4000+	Heat Pump	0	0	0	0	0	1	0	0.164829	1248.97	2.71875e-06
4C	Single-Family Attached	4000+	None	0	0	0	0	0	0	1	0.0980097	814.418	1.14526e-05
4C	Single-Family Attached	4000+	Room AC	0.117258	0.803375	0.0616277	0.0177399	0	0	0	0.00983619	91.1912	4.52452e-06
4C	Single-Family Detached	0-1499	Central AC	0	0	0	0	0.0502531	0.949747	0	7.9149	86776.6	0.000777953
4C	Single-Family Detached	0-1499	Heat Pump	0	0	0	0	0	1	0	7.16822	69811.6	0.000367703
4C	Single-Family Detached	0-1499	None	0	0	0	0	0	0	1	61.9835	637113	0.00332222
4C	Single-Family Detached	0-1499	Room AC	0.00754341	0.541529	0.247846	0.0794554	0.0345707	0.0890559	0	19.889	206063	0.00143928
4C	Single-Family Detached	1500-2499	Central AC	0	0	0	0	0.0991329	0.900867	0	4.2906	45179.9	0.00119402
4C	Single-Family Detached	1500-2499	Heat Pump	0	0	0	0	0	1	0	6.40523	57964.8	0.000620205
4C	Single-Family Detached	1500-2499	None	0	0	0	0	0	0	1	7.93787	73939.9	0.00472069
4C	Single-Family Detached	1500-2499	Room AC	0.0915158	0.662849	0.147095	0.0466703	0.0452701	0.00659963	0	1.50754	14636.6	0.00202979
4C	Single-Family Detached	2500-3999	Central AC	0	0	0	0	0.160079	0.839921	0	1.29776	13277.9	0.000463627
4C	Single-Family Detached	2500-3999	Heat Pump	0	0	0	0	0	1	0	1.23883	10977	0.000232381
4C	Single-Family Detached	2500-3999	None	0	0	0	0	0	0	1	1.02478	9772.03	0.00168726
4C	Single-Family Detached	2500-3999	Room AC	0.209534	0.631474	0.111354	0.0214883	0.0127712	0.013379	0	0.226684	2141.12	0.00075239
4C	Single-Family Detached	4000+	Central AC	0	0	0	0	0.194195	0.805805	0	0.17519	1767.66	7.30671e-05
4C	Single-Family Detached	4000+	Heat Pump	0	0	0	0	0	1	0	0.164829	1248.97	3.9134e-05
4C	Single-Family Detached	4000+	None	0	0	0	0	0	0	1	0.0980097	814.418	0.000311352
4C	Single-Family Detached	4000+	Room AC	0.117258	0.803375	0.0616277	0.0177399	0	0	0	0.00983619	91.1912	0.000137061
5A	Mobile Home	0-1499	Central AC	0	0	0	0.00157843	0.023752	0.97467	0	1.55229	53159.3	0.00312199
5A	Mobile Home	0-1499	Heat Pump	0	0	0	0	0	1	0	0.22011	8248.33	0.000248891
5A	Mobile Home	0-1499	None	0	0	0	0	0	0	1	1.7818	53174.4	0.00105138
5A	Mobile Home	0-1499	Room AC	0	0.314855	0.226373	0.319502	0.00628904	0.132981	0	9.45242	238550	0.00164296
5A	Mobile Home	1500-2499	Central AC	0	0	0	0.00492131	0.0479989	0.94708	0	0.841482	27677.2	0.000739159
5A	Mobile Home	1500-2499	Heat Pump	0	0	0	0	0	1	0	0.196681	6848.62	8.97756e-05
5A	Mobile Home	1500-2499	None	0	0	0	0	0	0	1	0.228185	6171.13	0.000121025
5A	Mobile Home	1500-2499	Room AC	0	0.531209	0.185183	0.258673	0.0113514	0.0135833	0	0.716472	16944.2	0.000230417
5A	Mobile Home	2500-3999	Central AC	0	0	0	0.0109684	0.0798093	0.909222	0	0.25452	8134.04	5.75337e-05
5A	Mobile Home	2500-3999	Heat Pump	0	0	0	0	0	1	0	0.03804	1296.95	9.45561e-06
5A	Mobile Home	2500-3999	None	0	0	0	0	0	0	1	0.0294589	815.588	7.17658e-06
5A	Mobile Home	2500-3999	Room AC	0	0.635687	0.176094	0.149606	0.0040226	0.0345898	0	0.107734	2478.69	1.2963e-05
5A	Mobile Home	4000+	Central AC	0	0	0	0.012225	0.0986833	0.889092	0	0.0343587	1082.86	1.42604e-05
5A	Mobile Home	4000+	Heat Pump	0	0	0	0	0	1	0	0.00506128	147.568	1.92485e-06
5A	Mobile Home	4000+	None	0	0	0	0	0	0	1	0.00281743	67.9725	2.58895e-06
5A	Mobile Home	4000+	Room AC	0	0.785407	0.0946467	0.119946	0	0	0	0.00467474	105.568	5.57034e-06
5A	Multi-Family with 2 - 4 Units	0-1499	Central AC	0	0	0	0.00360556	0.0122692	0.984125	0	17.1736	225167	0.00656883
5A	Multi-Family with 2 - 4 Units	0-1499	Heat Pump	0	0	0	0	0	1	0	0.285521	4139.94	0.000756483
5A	Multi-Family with 2 - 4 Units	0-1499	None	0	0	0	0	0	0	1	35.8609	416054	0.00529244
5A	Multi-Family with 2 - 4 Units	0-1499	Room AC	0	0.231952	0.421391	0.193467	0.0212912	0.131898	0	109.537	1.10563e+06	0.00905095
5A	Multi-Family with 2 - 4 Units	1500-2499	Central AC	0	0	0	0.0113288	0.0249863	0.963685	0	9.30964	117232	0.000809838
5A	Multi-Family with 2 - 4 Units	1500-2499	Heat Pump	0	0	0	0	0	1	0	0.25513	3437.41	0.000101037
5A	Multi-Family with 2 - 4 Units	1500-2499	None	0	0	0	0	0	0	1	4.5925	48284.9	0.00054466
5A	Multi-Family with 2 - 4 Units	1500-2499	Room AC	0	0.414294	0.364938	0.165821	0.0406837	0.0142631	0	8.30265	78533.3	0.000906943
5A	Multi-Family with 2 - 4 Units	2500-3999	Central AC	0	0	0	0.0254538	0.0418823	0.932664	0	2.81585	34453.3	0.000123656
5A	Multi-Family with 2 - 4 Units	2500-3999	Heat Pump	0	0	0	0	0	1	0	0.0493446	650.957	1.56726e-05
5A	Multi-Family with 2 - 4 Units	2500-3999	None	0	0	0	0	0	0	1	0.592895	6381.43	0.000151475
5A	Multi-Family with 2 - 4 Units	2500-3999	Room AC	0	0.501065	0.350728	0.0969275	0.0145709	0.0367082	0	1.24844	11488.2	0.000227677
5A	Multi-Family with 2 - 4 Units	4000+	Central AC	0	0	0	0.0285938	0.0521956	0.919211	0	0.380124	4586.68	6.47264e-05
5A	Multi-Family with 2 - 4 Units	4000+	Heat Pump	0	0	0	0	0	1	0	0.00656538	74.0663	4.66739e-06
5A	Multi-Family with 2 - 4 Units	4000+	None	0	0	0	0	0	0	1	0.0567041	531.839	8.11248e-05
5A	Multi-Family with 2 - 4 Units	4000+	Room AC	0	0.699288	0.212932	0.0877799	0	0	0	0.0541719	489.289	0.000123278
5A	Multi-Family with 5+ Units	0-1499	Central AC	0	0	0	0.00360556	0.0122692	0.984125	0	17.1736	225167	0.0122975
5A	Multi-Family with 5+ Units	0-1499	Heat Pump	0	0	0	0	0	1	0	0.285521	4139.94	0.00294837
5A	Multi-Family with 5+ Units	0-1499	None	0	0	0	0	0	0	1	35.8609	416054	0.0055649
5A	Multi-Family with 5+ Units	0-1499	Room AC	0	0.231952	0.421391	0.193467	0.0212912	0.131898	0	109.537	1.10563e+06	0.0128505
5A	Multi-Family with 5+ Units	1500-2499	Central AC	0	0	0	0.0113288	0.0249863	0.963685	0	9.30964	117232	0.000850405
5A	Multi-Family with 5+ Units	1500-2499	Heat Pump	0	0	0	0	0	1	0	0.25513	3437.41	0.000228597
5A	Multi-Family with 5+ Units	1500-2499	None	0	0	0	0	0	0	1	4.5925	48284.9	0.000338814
5A	Multi-Family with 5+ Units	1500-2499	Room AC	0	0.414294	0.364938	0.165821	0.0406837	0.0142631	0	8.30265	78533.3	0.000701891
5A	Multi-Family with 5+ Units	2500-3999	Central AC	0	0	0	0.0254538	0.0418823	0.932664	0	2.81585	34453.3	3.99109e-05
5A	Multi-Family with 5+ Units	2500-3999	Heat Pump	0	0	0	0	0	1	0	0.0493446	650.957	1.11543e-05
5A	Multi-Family with 5+ Units	2500-3999	None	0	0	0	0	0	0	1	0.592895	6381.43	4.31693e-05
5A	Multi-Family with 5+ Units	2500-3999	Room AC	0	0.501065	0.350728	0.0969275	0.0145709	0.0367082	0	1.24844	11488.2	6.78126e-05
5A	Multi-Family with 5+ Units	4000+	Central AC	0	0	0	0.0285938	0.0521956	0.919211	0	0.380124	4586.68	7.99324e-05
5A	Multi-Family with 5+ Units	4000+	Heat Pump	0	0	0	0	0	1	0	0.00656538	74.0663	2.49404e-05
5A	Multi-Family with 5+ Units	4000+	None	0	0	0	0	0	0	1	0.0567041	531.839	2.96581e-05
5A	Multi-Family with 5+ Units	4000+	Room AC	0	0.699288	0.212932	0.0877799	0	0	0	0.0541719	489.289	6.16864e-05
5A	Single-Family Attached	0-1499	Central AC	0	0	0	0.0377881	0.0669941	0.895218	0	298.856	3.57583e+06	0.00412595
5A	Single-Family Attached	0-1499	Heat Pump	0	0	0	0	0	1	0	11.3304	146237	0.000262154
5A	Single-Family Attached	0-1499	None	0	0	0	0	0	0	1	137.741	1.42385e+06	0.000973402
5A	Single-Family Attached	0-1499	Room AC	0.00705504	0.419931	0.319587	0.170833	0.0317341	0.0508608	0	278.772	2.61873e+06	0.00186236
5A	Single-Family Attached	1500-2499	Central AC	0	0	0	0.104906	0.120547	0.774546	0	162.007	1.86174e+06	0.00302812
5A	Single-Family Attached	1500-2499	Heat Pump	0	0	0	0	0	1	0	10.1244	121421	0.000230751
5A	Single-Family Attached	1500-2499	None	0	0	0	0	0	0	1	17.6397	165245	0.000547781
5A	Single-Family Attached	1500-2499	Room AC	0.0915469	0.549777	0.202871	0.107326	0.0444473	0.0040314	0	21.1303	186009	0.00101401
5A	Single-Family Attached	2500-3999	Central AC	0	0	0	0.198508	0.170175	0.631317	0	49.0017	547147	0.00066969
5A	Single-Family Attached	2500-3999	Heat Pump	0	0	0	0	0	1	0	1.95815	22994	5.49331e-05
5A	Single-Family Attached	2500-3999	None	0	0	0	0	0	0	1	2.2773	21839	0.000110039
5A	Single-Family Attached	2500-3999	Room AC	0.219008	0.547251	0.160467	0.0516327	0.0131016	0.00853927	0	3.1773	27210.3	0.000200913
5A	Single-Family Attached	4000+	Central AC	0	0	0	0.210914	0.200589	0.588497	0	6.61494	72840.4	8.07784e-05
5A	Single-Family Attached	4000+	Heat Pump	0	0	0	0	0	1	0	0.260536	2616.27	5.37986e-06
5A	Single-Family Attached	4000+	None	0	0	0	0	0	0	1	0.217799	1820.1	2.50776e-05
5A	Single-Family Attached	4000+	Room AC	0.128981	0.732699	0.0934617	0.044859	0	0	0	0.137868	1158.9	4.88346e-05
5A	Single-Family Detached	0-1499	Central AC	0	0	0	0.0377881	0.0669941	0.895218	0	298.856	3.57583e+06	0.0252745
5A	Single-Family Detached	0-1499	Heat Pump	0	0	0	0	0	1	0	11.3304	146237	0.000764764
5A	Single-Family Detached	0-1499	None	0	0	0	0	0	0	1	137.741	1.42385e+06	0.00779599
5A	Single-Family Detached	0-1499	Room AC	0.00705504	0.419931	0.319587	0.170833	0.0317341	0.0508608	0	278.772	2.61873e+06	0.0157151
5A	Single-Family Detached	1500-2499	Central AC	0	0	0	0.104906	0.120547	0.774546	0	162.007	1.86174e+06	0.0342382
5A	Single-Family Detached	1500-2499	Heat Pump	0	0	0	0	0	1	0	10.1244	121421	0.00133085
5A	Single-Family Detached	1500-2499	None	0	0	0	0	0	0	1	17.6397	165245	0.00878309
5A	Single-Family Detached	1500-2499	Room AC	0.0915469	0.549777	0.202871	0.107326	0.0444473	0.0040314	0	21.1303	186009	0.0168132
5A	Single-Family Detached	2500-3999	Central AC	0	0	0	0.198508	0.170175	0.631317	0	49.0017	547147	0.0171953
5A	Single-Family Detached	2500-3999	Heat Pump	0	0	0	0	0	1	0	1.95815	22994	0.000910915
5A	Single-Family Detached	2500-3999	None	0	0	0	0	0	0	1	2.2773	21839	0.00355247
5A	Single-Family Detached	2500-3999	Room AC	0.219008	0.547251	0.160467	0.0516327	0.0131016	0.00853927	0	3.1773	27210.3	0.00659421
5A	Single-Family Detached	4000+	Central AC	0	0	0	0.210914	0.200589	0.588497	0	6.61494	72840.4	0.00403924
5A	Single-Family Detached	4000+	Heat Pump	0	0	0	0	0	1	0	0.260536	2616.27	0.000257512
5A	Single-Family Detached	4000+	None	0	0	0	0	0	0	1	0.217799	1820.1	0.000691721
5A	Single-Family Detached	4000+	Room AC	0.128981	0.732699	0.0934617	0.044859	0	0	0	0.137868	1158.9	0.00127004
5B	Mobile Home	0-1499	Central AC	0	0	0	0.00109151	0.0110514	0.987857	0	0.297699	6567.35	0.000396392
5B	Mobile Home	0-1499	Heat Pump	0	0	0	0	0	1	0	0.0404283	1865.07	0.000114252
5B	Mobile Home	0-1499	None	0	0	0	0	0	0	1	0.797357	19539.6	0.000979437
5B	Mobile Home	0-1499	Room AC	0	0.494355	0.240509	0.189726	0.00475811	0.0706516	0	0.72966	18147.8	0.000629331
5B	Mobile Home	1500-2499	Central AC	0	0	0	0.00345279	0.0226586	0.973889	0	0.16138	3419.26	0.000117778
5B	Mobile Home	1500-2499	Heat Pump	0	0	0	0	0	1	0	0.0361251	1548.57	5.54093e-05
5B	Mobile Home	1500-2499	None	0	0	0	0	0	0	1	0.102113	2267.66	0.00027236
5B	Mobile Home	1500-2499	Room AC	0	0.694923	0.163927	0.127982	0.00715552	0.00601288	0	0.0553066	1289.04	0.000165567
5B	Mobile Home	2500-3999	Central AC	0	0	0	0.00784979	0.0384312	0.953719	0	0.048812	1004.89	1.0558e-05
5B	Mobile Home	2500-3999	Heat Pump	0	0	0	0	0	1	0	0.00698693	293.259	4.22951e-06
5B	Mobile Home	2500-3999	None	0	0	0	0	0	0	1	0.0131828	299.698	2.77172e-05
5B	Mobile Home	2500-3999	Room AC	0	0.770465	0.144422	0.0685781	0.0023493	0.0141861	0	0.00831629	188.567	1.57234e-05
5B	Mobile Home	4000+	Central AC	0	0	0	0.00884759	0.0480544	0.943098	0	0.00658934	133.778	2.81007e-06
5B	Mobile Home	4000+	Heat Pump	0	0	0	0	0	1	0	0.000929623	33.3673	4.53309e-07
5B	Mobile Home	4000+	None	0	0	0	0	0	0	1	0.0012608	24.9773	7.2223e-06
5B	Mobile Home	4000+	Room AC	0	0.87773	0.071573	0.0506967	0	0	0	0.000360857	8.03113	4.80149e-06
5B	Multi-Family with 2 - 4 Units	0-1499	Central AC	0	0	0	0.00247931	0.00567659	0.991844	0	3.29356	27817.3	0.000751317
5B	Multi-Family with 2 - 4 Units	0-1499	Heat Pump	0	0	0	0	0	1	0	0.0524427	936.102	0.000144241
5B	Multi-Family with 2 - 4 Units	0-1499	None	0	0	0	0	0	0	1	16.0478	152884	0.000544057
5B	Multi-Family with 2 - 4 Units	0-1499	Room AC	0	0.359528	0.441975	0.113414	0.0159022	0.0691799	0	8.45548	84111.4	0.00051757
5B	Multi-Family with 2 - 4 Units	1500-2499	Central AC	0	0	0	0.00786408	0.0116702	0.980466	0	1.78541	14482.9	9.2879e-05
5B	Multi-Family with 2 - 4 Units	1500-2499	Heat Pump	0	0	0	0	0	1	0	0.0468606	777.249	2.09252e-05
5B	Multi-Family with 2 - 4 Units	1500-2499	None	0	0	0	0	0	0	1	2.05514	17742.9	4.95274e-05
5B	Multi-Family with 2 - 4 Units	1500-2499	Room AC	0	0.553587	0.329969	0.0837999	0.026195	0.00644905	0	0.640906	5974.44	4.61383e-05
5B	Multi-Family with 2 - 4 Units	2500-3999	Central AC	0	0	0	0.0179176	0.0198368	0.962246	0	0.540026	4256.39	4.25711e-06
5B	Multi-Family with 2 - 4 Units	2500-3999	Heat Pump	0	0	0	0	0	1	0	0.00906329	147.191	5.98996e-07
5B	Multi-Family with 2 - 4 Units	2500-3999	None	0	0	0	0	0	0	1	0.26532	2344.93	1.61895e-06
5B	Multi-Family with 2 - 4 Units	2500-3999	Room AC	0	0.630673	0.298715	0.0461405	0.00883727	0.0156343	0	0.0963712	873.97	3.2403e-06
5B	Multi-Family with 2 - 4 Units	4000+	Central AC	0	0	0	0.0202654	0.0248903	0.954844	0	0.0729004	566.642	1.47188e-06
5B	Multi-Family with 2 - 4 Units	4000+	Heat Pump	0	0	0	0	0	1	0	0.00120589	16.7475	2.66297e-07
5B	Multi-Family with 2 - 4 Units	4000+	None	0	0	0	0	0	0	1	0.0253751	195.431	1.4433e-06
5B	Multi-Family with 2 - 4 Units	4000+	Room AC	0	0.797754	0.164373	0.0378733	0	0	0	0.00418169	37.2227	1.46307e-06
5B	Multi-Family with 5+ Units	0-1499	Central AC	0	0	0	0.00247931	0.00567659	0.991844	0	3.29356	27817.3	0.00249539
5B	Multi-Family with 5+ Units	0-1499	Heat Pump	0	0	0	0	0	1	0	0.0524427	936.102	0.000677285
5B	Multi-Family with 5+ Units	0-1499	None	0	0	0	0	0	0	1	16.0478	152884	0.00131553
5B	Multi-Family with 5+ Units	0-1499	Room AC	0	0.359528	0.441975	0.113414	0.0159022	0.0691799	0	8.45548	84111.4	0.00133949
5B	Multi-Family with 5+ Units	1500-2499	Central AC	0	0	0	0.00786408	0.0116702	0.980466	0	1.78541	14482.9	0.000100208
5B	Multi-Family with 5+ Units	1500-2499	Heat Pump	0	0	0	0	0	1	0	0.0468606	777.249	2.95071e-05
5B	Multi-Family with 5+ Units	1500-2499	None	0	0	0	0	0	0	1	2.05514	17742.9	4.26608e-05
5B	Multi-Family with 5+ Units	1500-2499	Room AC	0	0.553587	0.329969	0.0837999	0.026195	0.00644905	0	0.640906	5974.44	3.78399e-05
5B	Multi-Family with 5+ Units	2500-3999	Central AC	0	0	0	0.0179176	0.0198368	0.962246	0	0.540026	4256.39	1.47399e-05
5B	Multi-Family with 5+ Units	2500-3999	Heat Pump	0	0	0	0	0	1	0	0.00906329	147.191	6.06173e-06
5B	Multi-Family with 5+ Units	2500-3999	None	0	0	0	0	0	0	1	0.26532	2344.93	3.2168e-06
5B	Multi-Family with 5+ Units	2500-3999	Room AC	0	0.630673	0.298715	0.0461405	0.00883727	0.0156343	0	0.0963712	873.97	3.27005e-06
5B	Multi-Family with 5+ Units	4000+	Central AC	0	0	0	0.0202654	0.0248903	0.954844	0	0.0729004	566.642	2.09972e-07
5B	Multi-Family with 5+ Units	4000+	Heat Pump	0	0	0	0	0	1	0	0.00120589	16.7475	2.78179e-08
5B	Multi-Family with 5+ Units	4000+	None	0	0	0	0	0	0	1	0.0253751	195.431	4.28518e-07
5B	Multi-Family with 5+ Units	4000+	Room AC	0	0.797754	0.164373	0.0378733	0	0	0	0.00418169	37.2227	3.17958e-07
5B	Single-Family Attached	0-1499	Central AC	0	0	0	0.0270892	0.032314	0.940597	0	57.3148	441762	0.000538284
5B	Single-Family Attached	0-1499	Heat Pump	0	0	0	0	0	1	0	2.0811	33066.2	6.78534e-05
5B	Single-Family Attached	0-1499	None	0	0	0	0	0	0	1	61.6391	523212	0.000452091
5B	Single-Family Attached	0-1499	Room AC	0.00945189	0.567248	0.292121	0.0872756	0.0206559	0.023248	0	21.5192	199221	0.000113115
5B	Single-Family Attached	1500-2499	Central AC	0	0	0	0.0793998	0.0613889	0.859211	0	31.0699	230001	0.000338757
5B	Single-Family Attached	1500-2499	Heat Pump	0	0	0	0	0	1	0	1.85958	27455	4.89283e-05
5B	Single-Family Attached	1500-2499	None	0	0	0	0	0	0	1	7.89377	60721.1	0.000194118
5B	Single-Family Attached	1500-2499	Room AC	0.107933	0.653545	0.163188	0.0482524	0.0254598	0.00162163	0	1.63111	14150.7	4.36852e-05
5B	Single-Family Attached	2500-3999	Central AC	0	0	0	0.160306	0.0924659	0.747228	0	9.39758	67595	8.4243e-05
5B	Single-Family Attached	2500-3999	Heat Pump	0	0	0	0	0	1	0	0.359661	5199.27	1.35495e-05
5B	Single-Family Attached	2500-3999	None	0	0	0	0	0	0	1	1.01909	8025.02	5.44593e-05
5B	Single-Family Attached	2500-3999	Room AC	0.240871	0.606858	0.120411	0.0216547	0.00700081	0.00320426	0	0.245265	2070.03	1.1743e-05
5B	Single-Family Attached	4000+	Central AC	0	0	0	0.174538	0.111687	0.713775	0	1.26862	8998.76	3.58329e-05
5B	Single-Family Attached	4000+	Heat Pump	0	0	0	0	0	1	0	0.0478535	591.577	4.50667e-06
5B	Single-Family Attached	4000+	None	0	0	0	0	0	0	1	0.0974652	668.818	1.36648e-05
5B	Single-Family Attached	4000+	Room AC	0.135968	0.778779	0.0672203	0.0180329	0	0	0	0.0106424	88.1633	3.03304e-06
5B	Single-Family Detached	0-1499	Central AC	0	0	0	0.0270892	0.032314	0.940597	0	57.3148	441762	0.00237804
5B	Single-Family Detached	0-1499	Heat Pump	0	0	0	0	0	1	0	2.0811	33066.2	0.000321592
5B	Single-Family Detached	0-1499	None	0	0	0	0	0	0	1	61.6391	523212	0.00349981
5B	Single-Family Detached	0-1499	Room AC	0.00945189	0.567248	0.292121	0.0872756	0.0206559	0.023248	0	21.5192	199221	0.00107996
5B	Single-Family Detached	1500-2499	Central AC	0	0	0	0.0793998	0.0613889	0.859211	0	31.0699	230001	0.0046763
5B	Single-Family Detached	1500-2499	Heat Pump	0	0	0	0	0	1	0	1.85958	27455	0.000523932
5B	Single-Family Detached	1500-2499	None	0	0	0	0	0	0	1	7.89377	60721.1	0.00446089
5B	Single-Family Detached	1500-2499	Room AC	0.107933	0.653545	0.163188	0.0482524	0.0254598	0.00162163	0	1.63111	14150.7	0.00117453
5B	Single-Family Detached	2500-3999	Central AC	0	0	0	0.160306	0.0924659	0.747228	0	9.39758	67595	0.00292186
5B	Single-Family Detached	2500-3999	Heat Pump	0	0	0	0	0	1	0	0.359661	5199.27	0.000301597
5B	Single-Family Detached	2500-3999	None	0	0	0	0	0	0	1	1.01909	8025.02	0.00191093
5B	Single-Family Detached	2500-3999	Room AC	0.240871	0.606858	0.120411	0.0216547	0.00700081	0.00320426	0	0.245265	2070.03	0.00043934
5B	Single-Family Detached	4000+	Central AC	0	0	0	0.174538	0.111687	0.713775	0	1.26862	8998.76	0.000814252
5B	Single-Family Detached	4000+	Heat Pump	0	0	0	0	0	1	0	0.0478535	591.577	7.91612e-05
5B	Single-Family Detached	4000+	None	0	0	0	0	0	0	1	0.0974652	668.818	0.000399372
5B	Single-Family Detached	4000+	Room AC	0.135968	0.778779	0.0672203	0.0180329	0	0	0	0.0106424	88.1633	8.10457e-05
6A	Mobile Home	0-1499	Central AC	0	0	0	0.00338961	0.0367904	0.95982	0	0.656355	12125.3	0.000394486
6A	Mobile Home	0-1499	Heat Pump	0	0	0	0	0	1	0	0.0583964	928.967	1.18236e-05
6A	Mobile Home	0-1499	None	0	0	0	0	0	0	1	1.0869	23838.7	0.00118217
6A	Mobile Home	0-1499	Room AC	0	0.467504	0.219839	0.215923	0.00397817	0.0927568	0	2.76386	50575.6	0.00113798
6A	Mobile Home	1500-2499	Central AC	0	0	0	0.0103859	0.073064	0.91655	0	0.355805	6312.99	9.2437e-05
6A	Mobile Home	1500-2499	Heat Pump	0	0	0	0	0	1	0	0.0521807	771.325	3.74797e-06
6A	Mobile Home	1500-2499	None	0	0	0	0	0	0	1	0.139193	2766.58	0.00026248
6A	Mobile Home	1500-2499	Room AC	0	0.679923	0.155025	0.150694	0.00618968	0.00816742	0	0.209495	3592.39	0.000202474
6A	Mobile Home	2500-3999	Central AC	0	0	0	0.0225929	0.118575	0.858832	0	0.107619	1855.32	1.05786e-05
6A	Mobile Home	2500-3999	Heat Pump	0	0	0	0	0	1	0	0.0100922	146.069	5.59047e-07
6A	Mobile Home	2500-3999	None	0	0	0	0	0	0	1	0.0179699	365.637	3.79536e-05
6A	Mobile Home	2500-3999	Room AC	0	0.759559	0.137616	0.0813616	0.00204762	0.0194156	0	0.0315011	525.512	2.34693e-05
6A	Mobile Home	4000+	Central AC	0	0	0	0.0248922	0.144933	0.830174	0	0.0145279	246.995	2.94165e-06
6A	Mobile Home	4000+	Heat Pump	0	0	0	0	0	1	0	0.00134279	16.6198	1.6265e-08
6A	Mobile Home	4000+	None	0	0	0	0	0	0	1	0.00171863	30.4728	5.66283e-06
6A	Mobile Home	4000+	Room AC	0	0.870833	0.0686359	0.0605312	0	0	0	0.00136688	22.3818	5.10838e-06
6A	Multi-Family with 2 - 4 Units	0-1499	Central AC	0	0	0	0.00777483	0.0190828	0.973142	0	7.26151	51359.1	0.00057134
6A	Multi-Family with 2 - 4 Units	0-1499	Heat Pump	0	0	0	0	0	1	0	0.0757505	466.261	7.99951e-05
6A	Multi-Family with 2 - 4 Units	0-1499	None	0	0	0	0	0	0	1	21.8752	186521	0.001741
6A	Multi-Family with 2 - 4 Units	0-1499	Room AC	0	0.347938	0.413423	0.132087	0.0136059	0.0929452	0	32.0283	234408	0.00194229
6A	Multi-Family with 2 - 4 Units	1500-2499	Central AC	0	0	0	0.0240389	0.0382421	0.937719	0	3.93641	26739.9	6.60685e-05
