Dependency=Geometry Wall Type	Dependency=State	Dependency=Vintage ACS	Option=Aluminum, Light	Option=Brick, Light	Option=Brick, Medium/Dark	Option=Fiber-Cement, Light	Option=None	Option=Shingle, Asbestos, Medium	Option=Shingle, Composition, Medium	Option=Stucco, Light	Option=Stucco, Medium/Dark	Option=Vinyl, Light	Option=Wood, Medium/Dark	source_count	source_weight	sampling_probability
Brick	MT	2010s	0	0	0	0.0026738	0.256684	0	0	0.254011	0	0.181818	0.304813	374	374	3.46313e-06
Concrete	MT	2010s	0.0367647	0	0.125	0	0.441176	0	0	0.0735294	0	0.0294118	0.294118	136	0	0
Steel Frame	MT	2010s	0.135714	0	0.0428571	0	0	0	0.00714286	0.0214286	0	0.535714	0.257143	140	2	2.26561e-06
Wood Frame	MT	2010s	0.000534978	0	0.00374485	0.00125877	0	0.000314693	0	0.00937785	0	0.181295	0.803474	31777	31777	0.00021995
Brick	MT	<1940	0	0	0	0.00187688	0.910285	0.00187688	0	0.0334084	0	0.0262763	0.0262763	2664	2664	3.04707e-05
Concrete	MT	<1940	0	0	0.0875	0	0.70625	0	0.003125	0.10625	0	0.03125	0.065625	320	0	0
Steel Frame	MT	<1940	0.0123457	0	0.111111	0	0	0	0	0.00411523	0	0.860082	0.0123457	243	0	3.13949e-06
Wood Frame	MT	<1940	0.000192663	0	0.0167456	0.0629365	0	0.0743518	0	0.0935699	0	0.197367	0.554837	62285	62285	0.000477917
Brick	NC	1940-59	3.16606e-05	0	0	0	0.954124	0.0220674	6.33212e-05	0.00462245	0	0.0162419	0.00284945	31585	31585	0.00101164
Concrete	NC	1940-59	0.000514007	0	0.115652	0.0254433	0.580571	0.0203033	0.000257003	0.123876	0	0.12696	0.00642508	3891	3891	0.000123352
Steel Frame	NC	1940-59	0.868946	0	0.014245	0	0	0.002849	0.002849	0.002849	0	0.105413	0.002849	351	351	2.66979e-05
Wood Frame	NC	1940-59	0.00438562	0	0.180122	0.00035085	0	0.0956456	0.00177374	0.0881998	0	0.361239	0.268283	51304	51304	0.00234465
Brick	NC	1960-79	4.03817e-05	0	0	0	0.991089	0.00214023	0	0.00045766	0	0.00436123	0.0019114	74291	74291	0.00247594
Concrete	NC	1960-79	0.000980392	0	0.246732	0.0349673	0.461111	0.00653595	0	0.022549	0	0.20915	0.0179739	3060	3060	0.000119218
Steel Frame	NC	1960-79	0.532513	0	0.0474517	0	0	0	0.00351494	0	0	0.377856	0.0386643	569	569	0.000142281
Wood Frame	NC	1960-79	0.00166255	0	0.455623	2.84196e-05	0	0.00861113	0.00105152	0.0148492	0	0.178574	0.3396	70374	70374	0.00484518
Brick	NC	1980-99	0.000142523	0	0	0	0.99162	0.000285046	0	0.000741121	0	0.00467476	0.00253691	35082	35082	0.00118538
Concrete	NC	1980-99	0.00230521	0	0.105579	0.011065	0.420931	0	0	0.0447211	0	0.394652	0.0207469	2169	2169	0.00020161
Steel Frame	NC	1980-99	0.323363	0	0.0165034	0	0	0	0.00206292	0	0	0.613203	0.0448685	1939	1939	0.000195097
Wood Frame	NC	1980-99	0.000881093	0	0.235807	0	0	0.000913726	0.00106058	0.0322741	0	0.385168	0.343896	122575	122575	0.0102402
Brick	NC	2000-09	0	0	0	0	0.991813	0.000329365	0.000235261	0.00409354	0	0.00329365	0.000235261	21253	21253	0.000772075
Concrete	NC	2000-09	0.00269107	0	0.107104	0.00592034	0.361141	0.00107643	0	0.0279871	0	0.484392	0.00968784	1858	1858	9.9414e-05
Steel Frame	NC	2000-09	0.0559524	0	0.103571	0	0	0	0	0.00119048	0	0.830952	0.00833333	840	840	7.32666e-05
Wood Frame	NC	2000-09	0.000381697	0	0.250592	0	0	0.00134357	0.00282456	0.0579569	0	0.57653	0.110371	65497	65497	0.00544421
Brick	NC	2010s	0	0	0	0	0.987036	0	0.00119665	0.000398883	0	0.0101715	0.00119665	5014	5014	0.000205176
Concrete	NC	2010s	0.00294985	0	0.0648968	0.0117994	0.247788	0.00294985	0	0.0560472	0	0.60767	0.00589971	339	339	2.04601e-05
Steel Frame	NC	2010s	0.264463	0	0	0	0	0.00826446	0.00826446	0	0	0.68595	0.0330579	121	121	4.23212e-05
Wood Frame	NC	2010s	0.00217944	0	0.214857	0	0	0.00281511	0.0115329	0.0104432	0	0.605158	0.153015	11012	11012	0.00211941
Brick	NC	<1940	9.61631e-05	0	0	0	0.908453	0.0447158	0.000673142	0.00682758	0	0.03183	0.00740456	10399	10399	0.000260852
Concrete	NC	<1940	0.00187676	0	0.0178292	0.0506725	0.152643	0.00594307	0	0.0175164	0	0.749453	0.00406631	3197	3197	6.46619e-05
Steel Frame	NC	<1940	0.718367	0	0.15102	0	0	0	0	0	0	0.122449	0.00816327	245	245	3.06304e-05
Wood Frame	NC	<1940	0.0118401	0	0.0740003	0.000618912	0	0.0696948	0.00271783	0.0733007	0	0.362144	0.405683	37162	37162	0.00138903
Brick	ND	1940-59	0	0	0	0.233333	0.45	0.166667	0	0.0166667	0	0.116667	0.0166667	60	60	8.11774e-06
Concrete	ND	1940-59	0.00487277	0.00703844	0.152139	0.000541419	0.249053	0.010287	0.0194911	0.0687602	0	0.425014	0.0628045	1847	0	1.5719e-07
Steel Frame	ND	1940-59	0.747899	0	0.0441176	0.00630252	0	0	0	0.00630252	0	0.102941	0.092437	476	0	1.87488e-06
Wood Frame	ND	1940-59	0.233962	0	0.00943396	0.000943396	0	0.0207547	0.261321	0.0528302	0	0.166038	0.254717	1060	1060	0.000335493
Brick	ND	1960-79	0	0	0	0.0666667	0.933333	0	0	0	0	0	0	60	60	1.28827e-05
Concrete	ND	1960-79	0.00310238	0.029576	0.0967942	0.000206825	0.485212	0.00041365	0.0417787	0.0357808	0	0.261013	0.046122	4835	0	2.99135e-07
Steel Frame	ND	1960-79	0.594164	0	0.123342	0.00265252	0	0	0.00928382	0.00530504	0	0.187003	0.0782493	754	0	8.81171e-06
Wood Frame	ND	1960-79	0.150385	0.00121605	0.0158087	0.00648561	0	0.00648561	0.567086	0.00689096	0	0.117552	0.128091	2467	2467	0.000659703
Brick	ND	1980-99	0	0	0	0.145455	0.745455	0.0363636	0.0181818	0	0	0.0545455	0	55	55	5.36425e-06
Concrete	ND	1980-99	0.00146128	0.0150999	0.0679493	0	0.620312	0.000243546	0.0163176	0.0063322	0	0.240867	0.0314174	4106	0	2.71296e-08
Steel Frame	ND	1980-99	0.448733	0.00241255	0.053076	0.00603136	0	0	0.00603136	0.0542823	0	0.386007	0.0434258	829	0	4.75301e-06
Wood Frame	ND	1980-99	0.0952722	0.000716332	0.019341	0.0265043	0	0.00358166	0.479943	0.010745	0	0.204155	0.159742	1396	1396	0.000558667
Brick	ND	2000-09	0	0	0	0.386364	0.431818	0.0681818	0	0.0227273	0	0.0909091	0	44	44	3.48784e-06
Concrete	ND	2000-09	0.0010175	0.001628	0.0657306	0	0.60114	0	0.0010175	0.00569801	0	0.305861	0.017908	4914	0	2.7486e-07
Steel Frame	ND	2000-09	0.503759	0.00250627	0.120301	0	0	0	0.00501253	0	0	0.348371	0.0200501	399	0	5.20132e-06
Wood Frame	ND	2000-09	0.0967742	0	0.00733138	0.0351906	0	0	0.368035	0.0102639	0	0.453079	0.0293255	682	682	0.000298198
Brick	ND	2010s	0.00691824	0	0	0.00125786	0.933962	0	0.00440252	0.00503145	0	0.0301887	0.018239	1590	9	2.21564e-07
Concrete	ND	2010s	0.00282805	0.00113122	0.0565611	0	0.480769	0	0.00226244	0.00226244	0	0.426471	0.0277149	1768	0	0
Steel Frame	ND	2010s	0.688	0	0.032	0	0	0	0	0.008	0	0.2	0.072	125	0	9.85389e-06
Wood Frame	ND	2010s	0.0331492	0	0.00552486	0.00245549	0	0.00122775	0.701657	0.00306937	0	0.243708	0.0092081	1629	1629	0.000367317
Brick	ND	<1940	0.00483092	0	0	0.183575	0.555556	0.111111	0	0	0	0.144928	0	207	207	3.27538e-05
Concrete	ND	<1940	0.00349556	0.00107556	0.0715246	0.00215112	0.520839	0.0118311	0.0107556	0.0427534	0.000268889	0.269696	0.065609	3719	0	6.37447e-08
Steel Frame	ND	<1940	0.827035	0	0.0225291	0.00290698	0	0.00363372	0	0.00363372	0	0.0726744	0.0675872	1376	0	5.04397e-06
Wood Frame	ND	<1940	0.158633	0	0.0122699	0.00788782	0	0.0473269	0.234005	0.0701139	0	0.199825	0.269939	1141	1141	0.00030976
Brick	NE	1940-59	0.00092081	0	0	0	0.983732	0	0	0.0110497	0	0.0033763	0.00092081	3258	3258	8.92205e-05
Concrete	NE	1940-59	0	0	0.605263	0	0.210526	0	0	0	0	0.0263158	0.157895	76	76	8.7999e-06
Steel Frame	NE	1940-59	0.747899	0	0.0441176	0.00630252	0	0	0	0.00630252	0	0.102941	0.092437	476	3	8.45504e-06
Wood Frame	NE	1940-59	0.0151251	0	0.08076	0.00337349	0	3.70714e-05	1.85357e-05	0.043874	0	0.631233	0.225579	53950	53950	0.000760241
Brick	NE	1960-79	0.0305585	0	0	0	0.866526	0	0	0.000702494	0	0.100808	0.00140499	2847	2847	0.000127657
Concrete	NE	1960-79	0.0130719	0	0.124183	0	0.0980392	0	0	0	0	0.366013	0.398693	153	153	2.7123e-05
Steel Frame	NE	1960-79	0.671875	0	0	0	0	0	0	0	0	0.3125	0.015625	64	64	3.69007e-05
Wood Frame	NE	1960-79	0.0113351	0	0.0777756	0.000802283	0	0	1.14612e-05	0.0125385	0	0.508808	0.388729	87251	87251	0.00146569
Brick	NE	1980-99	0.0174419	0	0	0	0.940199	0	0	0.000830565	0	0.0332226	0.00830565	1204	1204	4.03432e-05
Concrete	NE	1980-99	0	0	0.1	0	0.288889	0	0	0	0	0.144444	0.466667	90	90	3.23812e-06
Steel Frame	NE	1980-99	0.530864	0	0	0.0123457	0	0	0	0.0246914	0	0.395062	0.037037	81	81	1.79298e-05
Wood Frame	NE	1980-99	0.00386031	0	0.0406728	0.000377817	0	0	6.57073e-05	0.00867337	0	0.477117	0.469233	60876	60876	0.00123418
Brick	NE	2000-09	0.00190114	0	0	0	0.963878	0	0	0.0095057	0	0.0095057	0.0152091	526	526	1.48903e-05
Concrete	NE	2000-09	0	0	0.210526	0	0.315789	0	0	0	0	0.105263	0.368421	19	19	1.34365e-06
Steel Frame	NE	2000-09	0	0	0	0	0	0	0	0	0	1	0	14	14	6.73747e-06
Wood Frame	NE	2000-09	0.00206361	0	0.017608	0.00179445	0	0	0	0.0075591	2.24306e-05	0.565363	0.40559	44582	44582	0.000677098
Brick	NE	2010s	0	0	0	0	0.986175	0	0	0.00230415	0	0.00230415	0.00921659	434	434	1.18097e-05
Concrete	NE	2010s	0.0232558	0	0.162791	0	0.116279	0	0	0	0	0.0232558	0.674419	43	43	3.48042e-07
Steel Frame	NE	2010s	0.688	0	0.032	0	0	0	0	0.008	0	0.2	0.072	125	1	4.7467e-06
Wood Frame	NE	2010s	0.00463632	0	0.0212675	0.00102084	0	0	4.25351e-05	0.00710336	0	0.486261	0.479668	23510	23510	0.000306289
Brick	NE	<1940	0	0	0	0	0.988424	0	0	0.00713872	0	0.00289408	0.00154351	5183	5183	0.000125897
Concrete	NE	<1940	0.0461538	0	0.584615	0	0.153846	0	0	0.0153846	0.0153846	0.0153846	0.169231	65	65	6.67773e-06
Steel Frame	NE	<1940	0.827035	0	0.0225291	0.00290698	0	0.00363372	0	0.00363372	0	0.0726744	0.0675872	1376	4	1.18893e-05
Wood Frame	NE	<1940	0.0241159	0	0.023279	0.00489517	0	6.29893e-05	0	0.0741834	0	0.570881	0.302583	111130	111130	0.00113043
Brick	NH	1940-59	0	0	0	0.000132644	0.18464	0.0122032	0	0.00689747	0	0.525003	0.271123	7539	7	2.00225e-06
Concrete	NH	1940-59	7.2015e-05	0	0.0663078	0.000360075	0.0380779	0.0101361	0	0.00381679	7.2015e-05	0.522487	0.358671	55544	6	8.9491e-07
Steel Frame	NH	1940-59	0.0118443	0	0.0846024	0	0	0.0186125	0	0.0135364	0	0.509306	0.362098	1182	4	3.1657e-06
Wood Frame	NH	1940-59	0.00126723	0	0.0169492	0.00205924	0	0.0288294	0	0	0	0.627594	0.323301	6313	6313	0.000484874
Brick	NH	1960-79	0	0	0	0	0.95	0	0	0	0	0	0.05	20	20	6.27795e-06
Concrete	NH	1960-79	0.000282389	0	0.077449	0.000148626	0.0543822	0.00270499	0	0.00264554	0.000208076	0.389058	0.473121	67283	7	2.0978e-06
Steel Frame	NH	1960-79	0.0769231	0	0.0769231	0	0	0	0	0	0	0.615385	0.230769	13	13	1.25156e-05
Wood Frame	NH	1960-79	0.00336197	0	0.0363947	0.000320188	0	0.00192113	0	0	0	0.589146	0.368856	18739	18739	0.00107556
Brick	NH	1980-99	0	0	0	0	0.730769	0	0	0	0	0.153846	0.115385	26	26	4.31792e-06
Concrete	NH	1980-99	0.000193103	0	0.0400367	8.04596e-05	0.0408735	0.000514941	0	0.00349195	0.000112643	0.383245	0.531452	62143	6	4.11804e-07
Steel Frame	NH	1980-99	0.107143	0	0.107143	0	0	0	0	0	0	0.25	0.535714	28	28	1.07674e-05
Wood Frame	NH	1980-99	0.000751174	0	0.0170892	0.000140845	0	0	0	0	9.38967e-05	0.521268	0.460657	21300	21300	0.00137539
Brick	NH	2000-09	0	0	0	0	0.153846	0	0	0	0	0.692308	0.153846	13	13	1.35113e-06
Concrete	NH	2000-09	0	0	0	0	0.2	0	0	0	0	0.5	0.3	10	10	6.62561e-07
Steel Frame	NH	2000-09	0.00969828	0	0.599138	0	0	0	0	0.0274784	0.000538793	0.272091	0.091056	1856	6	4.4838e-06
Wood Frame	NH	2000-09	0.000424749	0	0.014583	0	0	0	0	0	0	0.864222	0.12077	7063	7063	0.000544662
Brick	NH	2010s	0.00284091	0	0	0.00284091	0.238636	0.00284091	0	0.00568182	0	0.431818	0.315341	352	1	1.53284e-08
Concrete	NH	2010s	0.000748503	0	0.010479	0.000187126	0.0450973	0.000748503	0	0.0241392	0.000561377	0.542665	0.375374	5344	2	1.17319e-07
Steel Frame	NH	2010s	0.0246914	0	0.0987654	0	0	0.00308642	0	0.234568	0.00308642	0.462963	0.17284	324	4	2.74696e-06
Wood Frame	NH	2010s	0.000862813	0	0.00474547	0.000862813	0	0	0	0	0.000431406	0.915013	0.0780846	2318	2318	0.000164411
Brick	NH	<1940	0	0	0	0	0.780488	0	0	0	0	0.195122	0.0243902	41	41	6.21044e-06
Concrete	NH	<1940	0	0	0.5625	0	0.09375	0	0	0	0	0.21875	0.125	32	32	3.29298e-06
Steel Frame	NH	<1940	0	0	0.615385	0	0	0	0	0	0	0.230769	0.153846	13	13	1.61353e-05
Wood Frame	NH	<1940	0	0	0.0219689	0.00627684	0	0.0663198	0	0	0	0.527668	0.377767	12108	12108	0.000937213
Brick	NJ	1940-59	0	0	0	0	0.993767	0	0	0.000920045	0	0.00531252	0	33694	33694	0.0012786
Concrete	NJ	1940-59	0.00054093	0	0.00712225	0	0.949874	0	0	0.0307429	0	0.00991706	0.0018031	11092	11092	0.000264569
Steel Frame	NJ	1940-59	0.97683	0	0.0120482	0	0	0	0	0.00741427	0	0.00370714	0	1079	1079	0.000142491
Wood Frame	NJ	1940-59	8.6403e-05	0	0.0636214	5.7602e-05	0	0.00132485	8.6403e-05	0.0940353	0	0.746724	0.0940641	34721	34721	0.00422939
Brick	NJ	1960-79	0	0	0	0	0.989917	0	0	0.00402561	0	0.00605759	0	26083	26083	0.00179281
Concrete	NJ	1960-79	0	0	0.00223183	0	0.988283	0	0	0.00502162	0	0.00446366	0	7169	7169	0.000308999
Steel Frame	NJ	1960-79	0.988636	0	0.00378788	0	0	0	0	0.00631313	0	0.00126263	0	792	792	0.000327055
Wood Frame	NJ	1960-79	0.000215796	0	0.104014	0	0	0.00250324	4.31593e-05	0.0797151	0	0.68839	0.125119	23170	23170	0.00458507
Brick	NJ	1980-99	0	0	0	0	0.933541	0	0	0.0340708	0	0.0323042	8.41255e-05	11887	11887	0.000968284
Concrete	NJ	1980-99	0	0	0.00152939	0	0.995193	0.000218484	0	0.000655451	0	0.00240332	0	4577	4577	0.000145161
Steel Frame	NJ	1980-99	0.931567	0	0.0110375	0	0	0	0	0.0485651	0	0.00883002	0	453	453	0.00011643
Wood Frame	NJ	1980-99	0	0	0.0519766	0	0	0.00139758	0.000133103	0.0358712	0	0.680154	0.230467	15026	15026	0.00449492
Brick	NJ	2000-09	0	0	0	0	0.973693	0	0	0.0171109	0	0.00919567	0	8591	8591	0.000506831
Concrete	NJ	2000-09	0	0	0	0	0.99348	0	0	0.000814996	0	0.00570497	0	1227	1227	7.22665e-05
Steel Frame	NJ	2000-09	0.746377	0	0.00724638	0	0	0	0	0.188406	0	0.057971	0	138	138	5.43535e-05
Wood Frame	NJ	2000-09	0.000193424	0	0.0943907	0	0	0.000580271	0.000580271	0.0371373	0	0.787621	0.0794971	5170	5170	0.00178848
Brick	NJ	2010s	0	0	0	0	0.992537	0	0	0.0010661	0	0.00639659	0	938	938	0.000227667
Concrete	NJ	2010s	0	0	0	0	0.981651	0	0	0.00917431	0	0.00917431	0	218	218	2.77834e-05
Steel Frame	NJ	2010s	0.964286	0	0	0	0	0	0	0.0357143	0	0	0	28	28	3.81537e-05
Wood Frame	NJ	2010s	0.00206897	0	0.152414	0	0	0.00275862	0.00482759	0.0572414	0	0.731034	0.0496552	1450	1450	0.000607866
Brick	NJ	<1940	0	0	0	0	0.997606	0	0	0.000851666	0	0.00154264	0	62231	62231	0.0012918
Concrete	NJ	<1940	0	0	0.0107031	0	0.962127	0	0	0.0182776	0	0.00872715	0.000164663	6073	6073	8.1778e-05
Steel Frame	NJ	<1940	0.985569	0	0.00587921	0	0	0	0	0.0080171	0	0.000534474	0	1871	1871	0.000116343
Wood Frame	NJ	<1940	0.000287356	0	0.142688	0	0	0.00440613	9.57854e-05	0.0504151	0	0.72666	0.075447	31320	31320	0.003455
Brick	NM	1940-59	0	0	0	0	0.0228175	0	0	0.547619	0.428571	0.000330688	0.000661376	3024	3024	0.000275613
Concrete	NM	1940-59	0	0	0.00387898	0	0.650116	0	0	0.342126	0.00232739	0.000775795	0.000775795	1289	1289	0.000122537
Steel Frame	NM	1940-59	0	0	0	0	0	0.0833333	0	0.583333	0.0833333	0.25	0	12	12	1.48056e-05
Wood Frame	NM	1940-59	0.00128913	0	0.012523	0	0	0.0053407	0	0.867956	0.00994475	0.0537753	0.0491713	5430	5430	0.000518179
Brick	NM	1960-79	0	0	0	0	0.0482094	0	0	0.580579	0.36708	0.00206612	0.00206612	1452	1452	0.000139228
Concrete	NM	1960-79	0	0	0.0095498	0	0.336971	0	0	0.648022	0.00136426	0.00272851	0.00136426	733	733	9.66614e-05
Steel Frame	NM	1960-79	0.775	0	0	0	0	0	0	0.1	0.025	0.1	0	40	40	3.28665e-05
Wood Frame	NM	1960-79	0.00101602	0	0.0187573	7.81555e-05	0	0.000234467	0	0.878312	0.00296991	0.0450957	0.0535365	12795	12795	0.00160417
Brick	NM	1980-99	0	0	0	0	0.0322395	0	0	0.624064	0.342545	0	0.00115141	1737	1737	8.52928e-05
Concrete	NM	1980-99	0	0	0.0060241	0	0.518072	0	0	0.475904	0	0	0	498	498	2.7342e-05
Steel Frame	NM	1980-99	0.179104	0	0	0	0	0	0	0.798507	0	0.0223881	0	134	134	2.16452e-05
Wood Frame	NM	1980-99	0.000597109	0	0.00449403	3.14268e-05	0	3.14268e-05	0	0.908831	0.00097423	0.0264299	0.0586109	31820	31820	0.00227612
Brick	NM	2000-09	0	0	0	0	0.0354478	0	0	0.817164	0.145522	0	0.00186567	536	536	1.85177e-05
Concrete	NM	2000-09	0	0	0.00492611	0	0.344828	0	0	0.650246	0	0	0	203	203	7.09212e-06
Steel Frame	NM	2000-09	0.225	0	0	0	0	0	0	0.733333	0	0.0333333	0.00833333	120	120	8.58427e-06
Wood Frame	NM	2000-09	0.000586314	0	0.000502555	0	0	0	0	0.956236	0.000335036	0.0138621	0.0284781	23878	23878	0.00100377
Brick	NM	2010s	0	0	0	0	0.0645161	0	0	0.677419	0.258065	0	0	62	62	3.95876e-06
Concrete	NM	2010s	0	0	0.0769231	0	0.538462	0	0	0.384615	0	0	0	26	26	8.95741e-07
Steel Frame	NM	2010s	0.583333	0	0	0	0	0	0	0.25	0	0.0833333	0.0833333	12	12	3.31036e-06
Wood Frame	NM	2010s	0.000844595	0	0.000506757	0	0	0.000337838	0	0.984459	0	0.00743243	0.00641892	5920	5920	0.000288958
Brick	NM	<1940	0	0	0	0	0.0217391	0	0	0.540412	0.436455	0	0.00139353	3588	3588	0.00017863
Concrete	NM	<1940	0	0	0.00904977	0	0.276018	0	0	0.710407	0.00452489	0	0	221	221	1.43543e-05
Steel Frame	NM	<1940	0.878943	0	0.00767263	0	0	0	0	0.0332481	0.000852515	0.0673487	0.0119352	1173	2	3.96304e-06
Wood Frame	NM	<1940	0.00105988	0	0.00953895	0	0	0.00105988	0	0.82088	0.0196078	0.0720721	0.0757817	1887	1887	0.000102883
Brick	NV	1940-59	0.00242718	0	0	0	0.604369	0	0	0.381068	0.00242718	0.00970874	0	412	412	2.27393e-05
Concrete	NV	1940-59	0	0	0.0125786	0	0.761006	0	0	0.113208	0	0.100629	0.0125786	159	159	3.99224e-06
Steel Frame	NV	1940-59	0.672	0	0.008	0	0	0	0	0.092	0	0.22	0.008	250	250	1.68953e-05
Wood Frame	NV	1940-59	0.00456461	0	0.0678985	0.135534	0	0.000219452	0.0338395	0.411254	0	0.297797	0.048894	22784	22784	0.000313816
Brick	NV	1960-79	0.167849	0	0	0	0.189716	0.000591017	0	0.637116	0	0.0035461	0.00118203	1692	1692	4.4961e-05
Concrete	NV	1960-79	0	0	0.0128205	0	0.846154	0.00641026	0	0.0769231	0	0.025641	0.0320513	156	156	4.57969e-06
Steel Frame	NV	1960-79	0.743719	0	0.00753769	0	0	0	0	0.0753769	0	0.140704	0.0326633	796	796	8.23543e-05
Wood Frame	NV	1960-79	0.00162822	0	0.0163373	0.0283328	0	8.27906e-05	0.111436	0.520771	0	0.281359	0.0400523	108708	108708	0.00157143
Brick	NV	1980-99	0.114754	0	0	0	0.538251	0	0	0.300546	0	0.0163934	0.0300546	366	366	5.29829e-06
Concrete	NV	1980-99	0	0	0.0229008	0	0.717557	0.00763359	0	0.0687023	0	0.0458015	0.137405	131	131	2.75792e-06
Steel Frame	NV	1980-99	0.708795	0	0.00153752	0	0	0	0	0.143911	0	0.047048	0.0987085	3252	3252	8.67206e-05
Wood Frame	NV	1980-99	0.00132441	0	0.00189982	0.000106081	0	7.07209e-05	0.0842157	0.845642	0	0.0426447	0.0240965	311082	311082	0.00371398
Brick	NV	2000-09	0.00140944	0	0	0	0.0620155	0	0	0.930937	0	0.000704722	0.00493305	1419	1419	1.74488e-05
Concrete	NV	2000-09	0.0188679	0	0.0188679	0	0.54717	0.0188679	0	0.264151	0	0.0566038	0.0754717	53	53	6.041e-07
Steel Frame	NV	2000-09	0.533981	0	0.000693481	0	0	0.000693481	0	0.396671	0	0.0138696	0.0540915	1442	1442	4.75213e-05
Wood Frame	NV	2000-09	0.000422164	0	0.000329145	1.0733e-05	0	3.2199e-05	0.0343921	0.951068	0	0.00964896	0.00409643	279512	279512	0.00238791
Brick	NV	2010s	0.046729	0	0	0	0.271028	0	0	0.663551	0	0.00934579	0.00934579	107	107	1.67715e-06
Concrete	NV	2010s	0	0	0	0	0.52381	0.047619	0	0.333333	0	0	0.0952381	21	21	2.72642e-07
Steel Frame	NV	2010s	0.628692	0	0.00421941	0	0	0	0	0.160338	0	0.0421941	0.164557	237	237	1.22978e-05
Wood Frame	NV	2010s	0.000328486	1.26341e-05	0.000467461	0	0	0.000164243	0.00106126	0.991346	0	0.00437139	0.00224887	79151	79151	0.000575404
Brick	NV	<1940	0.0040404	0	0	0	0.939394	0	0	0.0525253	0.0020202	0	0.0020202	495	495	7.85609e-06
Concrete	NV	<1940	0	0	0.020979	0	0.86014	0	0	0.0699301	0	0.013986	0.034965	143	143	2.55008e-06
Steel Frame	NV	<1940	0.879384	0	0.00769889	0	0	0	0	0.0333618	0	0.0675791	0.011976	1169	1169	1.86108e-05
Wood Frame	NV	<1940	0.061035	0	0.130425	0.121606	0	0	0.0443258	0.188907	0	0.33256	0.121142	4309	4309	7.01466e-05
Brick	NY	1940-59	0	0	0	0	0.940845	0	0.00192853	0.0177503	0	0.039279	0.000196788	25408	25408	0.00460039
Concrete	NY	1940-59	0	0	0.0530973	0	0.318584	0	0.0265487	0.221239	0	0.380531	0	113	113	2.43494e-05
Steel Frame	NY	1940-59	0.976342	0	0.0118289	0	0	0	0	0.00727934	0	0.00363967	0.000909918	1099	0	0.00125652
Wood Frame	NY	1940-59	0	0	0.230279	0	0	0	0.0765019	0.00971708	0	0.570344	0.113158	186270	186270	0.00814563
Brick	NY	1960-79	0	0	0	0	0.994041	0	0.000753476	0.00212343	0	0.00301391	6.84978e-05	14599	14599	0.0039648
Concrete	NY	1960-79	0	0	0.133333	0	0.533333	0	0	0.133333	0	0.133333	0.0666667	15	15	8.96708e-05
Steel Frame	NY	1960-79	0.98914	0	0.00361991	0	0	0	0	0.00452489	0	0.00271493	0	1105	1	0.00145375
Wood Frame	NY	1960-79	0	0	0.0986554	0	0	0	0.222629	0.0164248	0	0.425407	0.236884	47002	47002	0.00833592
Brick	NY	1980-99	0	0	0	0	0.987027	0	0	0.00828043	0	0.00248413	0.00220811	3623	3623	0.000523773
Concrete	NY	1980-99	0	0	0.00144838	0	0.99462	0.000206911	0	0.00103455	0	0.00248293	0.000206911	4833	4	1.50597e-05
Steel Frame	NY	1980-99	0.944162	0	0.0101523	0	0	0	0	0.037225	0	0.00846024	0	591	0	0.00023361
Wood Frame	NY	1980-99	0	0	0.162629	0	0	0	0.0646907	0.0197809	0	0.391946	0.360954	15520	15520	0.00766253
Brick	NY	2000-09	0	0	0	0	0.992692	0	0	0.00227347	0	0.0050341	0	6158	6158	0.000323294
Concrete	NY	2000-09	0	0	0.000660066	0	0.989439	0	0	0.000660066	0	0.00924092	0	1515	5	2.36667e-06
Steel Frame	NY	2000-09	0.769737	0	0.00657895	0	0	0	0	0.171053	0	0.0526316	0	152	0	0.000125693
Wood Frame	NY	2000-09	0	0	0.310867	0	0	0	0.000196502	0.0670073	0	0.353115	0.268815	5089	5089	0.00336738
Brick	NY	2010s	0	0	0	0	0.982609	0	0	0	0	0.0147826	0.0026087	1150	1150	0.000281353
Concrete	NY	2010s	0	0	0	0	0.971014	0	0	0.0057971	0	0.0231884	0	345	2	5.93359e-07
Steel Frame	NY	2010s	0.97619	0	0	0	0	0	0	0.0238095	0	0	0	42	0	8.84188e-05
Wood Frame	NY	2010s	0	0	0.241315	0	0	0.00138953	0	0.0509495	0	0.53358	0.172765	2159	2159	0.00128934
Brick	NY	<1940	0	0	0	0	0.985792	0	0.000199796	0.0112996	0	0.00253075	0.000177596	45046	45046	0.00505213
Concrete	NY	<1940	0	0	0.169231	0	0.415385	0	0.0153846	0.184615	0	0.215385	0	65	65	9.79293e-05
Steel Frame	NY	<1940	0.984664	0	0.00581703	0	0	0	0	0.00793231	0	0.000528821	0.00105764	1891	0	0.00154057
Wood Frame	NY	<1940	0	0	0.154483	0	0	3.96076e-05	0.0662768	0.106003	0	0.483147	0.190051	75743	75743	0.013016
Brick	OH	1940-59	4.01043e-05	0	0	0	0.685081	4.01043e-05	0	0.00166433	0	0.309826	0.00334871	49870	49870	0.0014308
Concrete	OH	1940-59	0	0	0.0148233	0	0.86393	0.000380084	0	0.022805	0	0.0919802	0.00608134	2631	2631	8.50998e-05
Steel Frame	OH	1940-59	0.782609	0	0	0	0	0	0	0	0	0.217391	0	23	23	0.000116797
